,Unnamed: 0.1,Unnamed: 0,read_code,brand_name,term_description,term,dose,quantity,group,with_calcium_channel_blocker,with_diuretic
1712,1712.0,1712.0,bi51.,Perindopril,Perindopril tert-butylamine 2mg tablet,Perindopril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1713,1713.0,1713.0,bi52.,Perindopril,Perindopril erbumine 4mg tablet,Perindopril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1714,1714.0,1714.0,bi52.,Perindopril,Perindopril tert-butylamine 4mg tablet,Perindopril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1715,1715.0,1715.0,bi53.,Coversyl,Coversyl 2mg tablet,Perindopril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1716,1716.0,1716.0,bi54.,Coversyl,Coversyl 4mg tablet,Perindopril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1717,1717.0,1717.0,bi55.,Perindopril,Perindopril erbumine+indapamide 4mg/1.25mg tablet,Perindopril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,True
1718,1718.0,1718.0,bi55.,Perindopril,Perindopril tert-butylamine+indapamide 4mg/1.25mg tablet,Perindopril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,True
1719,1719.0,1719.0,bi56.,Coversyl,Coversyl Plus 4mg/1.25mg tablet,Perindopril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1720,1720.0,1720.0,bi57.,Perindopril,Perindopril erbumine 8mg tablet,Perindopril,8 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1721,1721.0,1721.0,bi57.,Perindopril,Perindopril tert-butylamine 8mg tablet,Perindopril,8 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1722,1722.0,1722.0,bi58.,Coversyl,Coversyl 8mg tablet,Perindopril,8 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1723,1723.0,1723.0,bi6..,Ramipril,Ramipril,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1724,1724.0,1724.0,bi61.,Ramipril,Ramipril 1.25mg capsule,Ramipril,1.25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1725,1725.0,1725.0,bi62.,Ramipril,Ramipril 2.5mg capsule,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1726,1726.0,1726.0,bi63.,Ramipril,Ramipril 5mg capsule,Ramipril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1727,1727.0,1727.0,bi64.,Tritace,Tritace 1.25mg capsule,Ramipril,1.25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1728,1728.0,1728.0,bi65.,Tritace,Tritace 2.5mg capsule,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1729,1729.0,1729.0,bi66.,Tritace,Tritace 5mg capsule,Ramipril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1730,1730.0,1730.0,bi67.,Ramipril,Ramipril 10mg capsule,Ramipril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1731,1731.0,1731.0,bi68.,Tritace,Tritace 10mg capsule,Ramipril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1732,1732.0,1732.0,bi69.,Ramipril,Ramipril 2.5mg+5mg+10mg capsules titration pack,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1733,1733.0,1733.0,bi6A.,Tritace,Tritace Titration Pack,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1734,1734.0,1734.0,bi6B.,Ramipril,Ramipril 1.25mg tablet,Ramipril,1.25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1735,1735.0,1735.0,bi6C.,Ramipril,Ramipril 2.5mg tablet,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1736,1736.0,1736.0,bi6D.,Ramipril,Ramipril 5mg tablet,Ramipril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1737,1737.0,1737.0,bi6E.,Ramipril,Ramipril 10mg tablet,Ramipril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1738,1738.0,1738.0,bi6F.,Ramipril,RAMIPRIL 2.5mg+5mg+10mg tablets titration pack,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1739,1739.0,1739.0,bi6G.,Ramipril,RAMIPRIL 2.5mg/5mL oral solution,Ramipril,5 mg/5 ml,,Angiotensin-Converting Enzyme Inhibitors,False,False
1740,1740.0,1740.0,bi6o.,Tritace,TRITACE Titration Pack tablets,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1741,1741.0,1741.0,bi6p.,Ranace,Ranace 10mg capsule,Ramipril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1742,1742.0,1742.0,bi6q.,Ranace,Ranace 5mg capsule,Ramipril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1743,1743.0,1743.0,bi6r.,Ranace,Ranace 2.5mg capsule,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1744,1744.0,1744.0,bi6s.,Ranace,Ranace 1.25mg capsule,Ramipril,1.25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1745,1745.0,1745.0,bi6t.,Lopace,Lopace 2.5mg capsule,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1746,1746.0,1746.0,bi6u.,Lopace,Lopace 5mg capsule,Ramipril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1747,1747.0,1747.0,bi6v.,Lopace,Lopace 10mg capsule,Ramipril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1748,1748.0,1748.0,bi6w.,Tritace,Tritace 10mg tablet,Ramipril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1749,1749.0,1749.0,bi6x.,Tritace,Tritace 5mg tablet,Ramipril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1750,1750.0,1750.0,bi6y.,Tritace,Tritace 2.5mg tablet,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1751,1751.0,1751.0,bi6z.,Tritace,Tritace 1.25mg tablet,Ramipril,1.25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1752,1752.0,1752.0,bi73.,Staril,Staril 10mg tablet,Fosinopril Sodium,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1753,1753.0,1753.0,bi74.,Staril,Staril 20mg tablet,Fosinopril Sodium,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1754,1754.0,1754.0,bi8..,Cilazapril,Cilazapril,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1755,1755.0,1755.0,bi81.,Cilazapril,Cilazapril 250micrograms tablet,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1756,1756.0,1756.0,bi82.,Cilazapril,Cilazapril 500micrograms tablet,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1757,1757.0,1757.0,bi83.,Cilazapril,Cilazapril 1mg tablet,Cilazapril,1 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1758,1758.0,1758.0,bi84.,Cilazapril,Cilazapril 2.5mg tablet,Cilazapril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1759,1759.0,1759.0,bi85.,Vascace,Vascace 250micrograms tablet,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1760,1760.0,1760.0,bi86.,Vascace,Vascace 500mcg tablet,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1761,1761.0,1761.0,bi87.,Vascace,Vascace 1mg tablet,Cilazapril,1 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1762,1762.0,1762.0,bi88.,Vascace,Vascace 2.5mg tablet,Cilazapril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1763,1763.0,1763.0,bi89.,Vascace,Vascace 5mg tablet,Cilazapril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1764,1764.0,1764.0,bi8a.,Cilazapril,Cilazapril 5mg tablet,Cilazapril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1765,1765.0,1765.0,bi9..,Trandolapril,Trandolapril,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1766,1766.0,1766.0,bi91.,Trandolapril,Trandolapril 500micrograms capsule,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1767,1767.0,1767.0,bi92.,Trandolapril,Trandolapril 1mg capsule,Trandolapril,1 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1768,1768.0,1768.0,bi93.,Trandolapril,Trandolapril 2mg capsule,Trandolapril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1769,1769.0,1769.0,bi94.,Gopten,Gopten 500micrograms capsule,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1770,1770.0,1770.0,bi95.,Gopten,Gopten 1mg capsule,Trandolapril,1 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1771,1771.0,1771.0,bi96.,Gopten,Gopten 2mg capsule,Trandolapril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1772,1772.0,1772.0,bi97.,Odrik,Odrik 500micrograms capsule,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1773,1773.0,1773.0,bi98.,Odrik,Odrik 1mg capsule,Trandolapril,1 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1774,1774.0,1774.0,bi99.,Odrik,Odrik 2mg capsule,Trandolapril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1775,1775.0,1775.0,bi9A.,Gopten,Gopten 4mg capsule,Trandolapril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1776,1776.0,1776.0,bi9z.,Trandolapril,Trandolapril 4mg capsule,Trandolapril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1777,1777.0,1777.0,biA3.,Perdix,Perdix 7.5mg tablet,Moexipril Hydrochloride,7.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1778,1778.0,1778.0,biA4.,Perdix,Perdix 15mg tablet,Moexipril Hydrochloride,15 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1779,1779.0,1779.0,biB1.,Tanatril,Tanatril 5mg tablet,Imidapril Hydrochloride,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1780,1780.0,1780.0,biB2.,Tanatril,Tanatril 10mg tablet,Imidapril Hydrochloride,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1781,1781.0,1781.0,biB3.,Tanatril,Tanatril 20mg tablet,Imidapril Hydrochloride,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1782,1782.0,1782.0,biC..,Perindopril,PERINDOPRIL ARGININE,Perindopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
1783,1783.0,1783.0,biC1.,Coversyl,COVERSYL ARGININE 2.5mg tablets,Perindopril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1784,1784.0,1784.0,biC2.,Perindopril,PERINDOPRIL ARGININE 2.5mg tablets,Perindopril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1785,1785.0,1785.0,biC3.,Coversyl,COVERSYL ARGININE 5mg tablets,Perindopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1786,1786.0,1786.0,biC4.,Perindopril,PERINDOPRIL ARGININE 5mg tablets,Perindopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1787,1787.0,1787.0,biC5.,Coversyl,COVERSYL ARGININE 10mg tablets,Perindopril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1788,1788.0,1788.0,biC6.,Perindopril,PERINDOPRIL ARGININE 10mg tablets,Perindopril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1789,1789.0,1789.0,biC7.,Coversyl,COVERSYL ARGININE PLUS 5mg/1.25mg tablets,Perindopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1790,1790.0,1790.0,biC8.,Perindopril,PERINDOPRIL ARGININE+INDAPAMIDE 5mg/1.25mg tablets,Perindopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,True
1791,1791.0,1791.0,bj11.,Arfonad,Arfonad 250mg/5mL infusion concentrate,Trimetaphan Camsilate,250 mg/5 ml,,Ganglion-Blocking Drugs,False,False
1792,1792.0,1792.0,bk1..,Metirosine,Metirosine,Metirosine,,,Alpha-Adrenoceptor Blocking Drugs,False,False
1793,1793.0,1793.0,bk11.,Demser,Demser 250mg capsule,Metirosine,250 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
1794,1794.0,1794.0,bk1z.,Metirosine,Metirosine 250mg capsule,Metirosine,250 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
1795,1795.0,1795.0,bk21.,Hypercal,Hypercal-B tablet,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
1796,1796.0,1796.0,bk22.,Seominal,Seominal tablet,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
1797,1797.0,1797.0,bk3..,Losartan,Losartan,Losartan Potassium,,,Angiotensin-II Receptor Antagonists,False,False
1798,1798.0,1798.0,bk31.,Losartan,Losartan potassium 25mg tablet,Losartan Potassium,25 mg,,Angiotensin-II Receptor Antagonists,False,False
1799,1799.0,1799.0,bk32.,Losartan,Losartan potassium 50mg tablet,Losartan Potassium,50 mg,,Angiotensin-II Receptor Antagonists,False,False
1800,1800.0,1800.0,bk33.,Cozaar,Cozaar 25mg tablet,Losartan Potassium,25 mg,,Angiotensin-II Receptor Antagonists,False,False
1801,1801.0,1801.0,bk33.,Cozaar,Cozaar Half Strength 25mg tablet,Losartan Potassium,25 mg,,Angiotensin-II Receptor Antagonists,False,False
1802,1802.0,1802.0,bk34.,Cozaar,Cozaar 50mg tablet,Losartan Potassium,50 mg,,Angiotensin-II Receptor Antagonists,False,False
1803,1803.0,1803.0,bk35.,Losartan,Losartan potassium+hydrochlorothiazide 50mg/12.5mg tablet,Losartan Potassium,50 mg,,Angiotensin-II Receptor Antagonists,False,True
1804,1804.0,1804.0,bk36.,Cozaar,Cozaar-Comp 50mg/12.5mg tablet,Losartan Potassium,50 mg,,Angiotensin-II Receptor Antagonists,False,False
1805,1805.0,1805.0,bk37.,Losartan,Losartan potassium 100mg tablet,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,False
1806,1806.0,1806.0,bk38.,Cozaar,Cozaar 100mg tablet,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,False
1807,1807.0,1807.0,bk39.,Cozaar,Cozaar-Comp 100mg/25mg tablet,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,False
1808,1808.0,1808.0,bk3A.,Cozaar,COZAAR-COMP 100mg/12.5mg tablets,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,False
1809,1809.0,1809.0,bk3B.,Cozaar,COZAAR 12.5mg tablets,Losartan Potassium,12.5 mg,,Angiotensin-II Receptor Antagonists,False,False
1810,1810.0,1810.0,bk3C.,Losartan Pot,LOSARTAN POTASSIUM 12.5mg tablets,Losartan Potassium,12.5 mg,,Angiotensin-II Receptor Antagonists,False,False
1811,1811.0,1811.0,bk3D.,Cozaar,COZAAR 2.5mg/mL oral suspension,Losartan Potassium,5 mg/mL,,Angiotensin-II Receptor Antagonists,False,False
1812,1812.0,1812.0,bk3E.,Losartan Pot,LOSARTAN POTASSIUM 2.5mg/mL oral suspension,Losartan Potassium,5 mg/mL,,Angiotensin-II Receptor Antagonists,False,False
1813,1813.0,1813.0,bk3y.,Losartan Pot,LOSARTAN POTASSIUM+HYDROCHLOROTHIAZIDE 100mg/12.5mg tablets,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,True
1814,1814.0,1814.0,bk3z.,Losartan,Losartan potassium+hydrochlorothiazide 100mg/25mg tablet,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,True
1815,1815.0,1815.0,bk4..,Valsartan,Valsartan,Valsartan,,,Angiotensin-II Receptor Antagonists,False,False
1816,1816.0,1816.0,bk41.,Valsartan,Valsartan 40mg capsule,Valsartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
1817,1817.0,1817.0,bk42.,Valsartan,Valsartan 80mg capsule,Valsartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
1818,1818.0,1818.0,bk43.,Valsartan,Valsartan 160mg capsule,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,False
1819,1819.0,1819.0,bk44.,Diovan,Diovan 40mg capsule,Valsartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
1820,1820.0,1820.0,bk45.,Diovan,Diovan 80mg capsule,Valsartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
1821,1821.0,1821.0,bk46.,Diovan,Diovan 160mg capsule,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,False
1822,1822.0,1822.0,bk47.,Diovan,Co-Diovan 160mg/12.5mg tablet,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,False
1823,1823.0,1823.0,bk48.,Diovan,Co-Diovan 160mg/25mg tablet,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,False
1824,1824.0,1824.0,bk49.,Diovan,Co-Diovan 80mg/12.5mg tablet,Valsartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
1825,1825.0,1825.0,bk4A.,Diovan,Diovan 40mg tablet,Valsartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
1826,1826.0,1826.0,bk4B.,Diovan,DIOVAN 320mg tablets,Valsartan,320 mg,,Angiotensin-II Receptor Antagonists,False,False
1827,1827.0,1827.0,bk4C.,Diovan,DIOVAN 3mg/mL oral solution,Valsartan,3 mg/mL,,Angiotensin-II Receptor Antagonists,False,False
1828,1828.0,1828.0,bk4s.,Valsartan,VALSARTAN 80mg tablets,Valsartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
1829,1829.0,1829.0,bk4t.,Valsartan,VALSARTAN 160mg tablets,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,False
1830,1830.0,1830.0,bk4u.,Valsartan,VALSARTAN 3mg/mL oral solution,Valsartan,3 mg/mL,,Angiotensin-II Receptor Antagonists,False,False
1831,1831.0,1831.0,bk4v.,Valsartan,VALSARTAN 320mg tablets,Valsartan,320 mg,,Angiotensin-II Receptor Antagonists,False,False
1832,1832.0,1832.0,bk4w.,Valsartan,Valsartan 40mg tablet,Valsartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
1833,1833.0,1833.0,bk4x.,Valsartan,Valsartan+hydrochlorothiazide 80mg/12.5mg tablet,Valsartan,80 mg,,Angiotensin-II Receptor Antagonists,False,True
1834,1834.0,1834.0,bk4y.,Valsartan,Valsartan+hydrochlorothiazide 160mg/25mg tablet,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,True
1835,1835.0,1835.0,bk4z.,Valsartan,Valsartan+hydrochlorothiazide 160mg/12.5mg tablet,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,True
1836,1836.0,1836.0,bk5..,Irbesartan,Irbesartan,Irbesartan,,,Angiotensin-II Receptor Antagonists,False,False
1837,1837.0,1837.0,bk51.,Irbesartan,Irbesartan 75mg tablet,Irbesartan,75 mg,,Angiotensin-II Receptor Antagonists,False,False
1838,1838.0,1838.0,bk52.,Irbesartan,Irbesartan 150mg tablet,Irbesartan,150 mg,,Angiotensin-II Receptor Antagonists,False,False
1839,1839.0,1839.0,bk53.,Irbesartan,Irbesartan 300mg tablet,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,False
1840,1840.0,1840.0,bk54.,Aprovel,Aprovel 75mg tablet,Irbesartan,75 mg,,Angiotensin-II Receptor Antagonists,False,False
1841,1841.0,1841.0,bk55.,Aprovel,Aprovel 150mg tablet,Irbesartan,150 mg,,Angiotensin-II Receptor Antagonists,False,False
1842,1842.0,1842.0,bk56.,Aprovel,Aprovel 300mg tablet,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,False
1843,1843.0,1843.0,bk57.,CoAprovel,CoAprovel 150mg/12.5mg tablet,Irbesartan,150 mg,,Angiotensin-II Receptor Antagonists,False,False
1844,1844.0,1844.0,bk58.,CoAprovel,CoAprovel 300mg/12.5mg tablet,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,False
1845,1845.0,1845.0,bk59.,CoAprovel,COAPROVEL 300mg/25mg tablets,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,False
1846,1846.0,1846.0,bk5x.,Irbesartan,IRBESARTAN+HYDROCHLOROTHIAZIDE 300mg/25mg tablets,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,True
1847,1847.0,1847.0,bk5y.,Irbesartan,Irbesartan+hydrochlorothiazide 300mg/12.5mg tablet,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,True
1848,1848.0,1848.0,bk5z.,Irbesartan,Irbesartan+hydrochlorothiazide 150mg/12.5mg tablet,Irbesartan,150 mg,,Angiotensin-II Receptor Antagonists,False,True
1849,1849.0,1849.0,bk6..,Trandolapril,Trandolapril+verapamil hydrochloride,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,True,False
1850,1850.0,1850.0,bk61.,Trandolapril,Trandolapril+verapamil hydrochloride 2mg/180mg m/r capsule,Trandolapril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,True,False
1851,1851.0,1851.0,bk62.,Tarka,Tarka 2mg/180mg m/r capsule,Trandolapril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
1852,1852.0,1852.0,bk7..,Candesartan,Candesartan cilexetil,Candesartan Cilexetil,,,Angiotensin-II Receptor Antagonists,False,False
1853,1853.0,1853.0,bk71.,Candesartan,Candesartan cilexetil 2mg tablet,Candesartan Cilexetil,2 mg,,Angiotensin-II Receptor Antagonists,False,False
1854,1854.0,1854.0,bk72.,Candesartan,Candesartan cilexetil 4mg tablet,Candesartan Cilexetil,4 mg,,Angiotensin-II Receptor Antagonists,False,False
1855,1855.0,1855.0,bk73.,Candesartan,Candesartan cilexetil 8mg tablet,Candesartan Cilexetil,8 mg,,Angiotensin-II Receptor Antagonists,False,False
1856,1856.0,1856.0,bk74.,Candesartan,Candesartan cilexetil 16mg tablet,Candesartan Cilexetil,16 mg,,Angiotensin-II Receptor Antagonists,False,False
1857,1857.0,1857.0,bk75.,Amias,Amias 2mg tablet,Candesartan Cilexetil,2 mg,,Angiotensin-II Receptor Antagonists,False,False
1858,1858.0,1858.0,bk76.,Amias,Amias 4mg tablet,Candesartan Cilexetil,4 mg,,Angiotensin-II Receptor Antagonists,False,False
1859,1859.0,1859.0,bk77.,Amias,Amias 8mg tablet,Candesartan Cilexetil,8 mg,,Angiotensin-II Receptor Antagonists,False,False
1860,1860.0,1860.0,bk78.,Amias,Amias 16mg tablet,Candesartan Cilexetil,16 mg,,Angiotensin-II Receptor Antagonists,False,False
1861,1861.0,1861.0,bk79.,Amias,Amias 32mg tablet,Candesartan Cilexetil,32 mg,,Angiotensin-II Receptor Antagonists,False,False
1862,1862.0,1862.0,bk7z.,Candesartan,Candesartan cilexetil 32mg tablet,Candesartan Cilexetil,32 mg,,Angiotensin-II Receptor Antagonists,False,False
1863,1863.0,1863.0,bk8..,Telmisartan,Telmisartan,Telmisartan,,,Angiotensin-II Receptor Antagonists,False,False
1864,1864.0,1864.0,bk81.,Telmisartan,Telmisartan 40mg tablet,Telmisartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
1865,1865.0,1865.0,bk82.,Telmisartan,Telmisartan 80mg tablet,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
1866,1866.0,1866.0,bk83.,Micardis,Micardis 40mg tablet,Telmisartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
1867,1867.0,1867.0,bk84.,Micardis,Micardis 80mg tablet,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
1868,1868.0,1868.0,bk85.,Micardis,Micardis 20mg tablet,Telmisartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
1869,1869.0,1869.0,bk86.,Micardis,MicardisPlus 40mg/12.5mg tablet,Telmisartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
1870,1870.0,1870.0,bk87.,Micardis,MicardisPlus 80mg/12.5mg tablet,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
1871,1871.0,1871.0,bk88.,Micardis,MICARDISPLUS 80mg/25mg tablets,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
1872,1872.0,1872.0,bk8w.,Telmisartan,TELMISARTAN+HYDROCHLOROTHIAZIDE 80mg/25mg tablets,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,True
1873,1873.0,1873.0,bk8x.,Telmisartan,Telmisartan+hydrochlorothiazide 40mg/12.5mg tablet,Telmisartan,40 mg,,Angiotensin-II Receptor Antagonists,False,True
1874,1874.0,1874.0,bk8y.,Telmisartan,Telmisartan+hydrochlorothiazide 80mg/12.5mg tablet,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,True
