,Unnamed: 0.1,Unnamed: 0,read_code,brand_name,term_description,term,dose,quantity,group,with_calcium_channel_blocker,with_diuretic
4479,4479.0,,bi3i.,Zestril,Zestril 20mg tablets 28CP,Lisinopril,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4480,4480.0,,bi3j.,Zestril,Zestril 20mg tablet,Lisinopril,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4481,4481.0,,bi3k.,Carace,Carace 20 Plus tablet,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4482,4482.0,,bi3l.,Carace,Carace 10 Plus tablet,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4483,4483.0,,bi3m.,Zestoretic,Zestoretic tablets 28CP,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4484,4484.0,,bi3n.,Zestoretic,Zestoretic 20 tablet,Lisinopril,,20.0,Angiotensin-Converting Enzyme Inhibitors,False,False
4485,4485.0,,bi3p.,Lisinopril,Lisinopril+hydrochlorothiazide 20mg/12.5mg tablet,Lisinopril,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,True
4486,4486.0,,bi3q.,Zestril,Zestril 2.5mg starter pack,Lisinopril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4487,4487.0,,bi3r.,Lisinopril,Lisinopril 2.5mg tablet starter pack,Lisinopril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4488,4488.0,,bi3s.,Zestoretic,Zestoretic 10 tablet,Lisinopril,,10.0,Angiotensin-Converting Enzyme Inhibitors,False,False
4489,4489.0,,bi3t.,Lisinopril,Lisinopril+hydrochlorothiazide 10mg/12.5mg tablet,Lisinopril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,True
4490,4490.0,,bi3u.,Caralpha,Caralpha 10/12.5mg tablet,Lisinopril,12.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4491,4491.0,,bi3v.,Caralpha,Caralpha 20/12.5mg tablet,Lisinopril,12.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4492,4492.0,,bi3w.,Lisicostad,Lisicostad HCT 20/12.5mg tablet,Lisinopril,12.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4493,4493.0,,bi3x.,Lisicostad,Lisicostad HCT 10/12.5mg tablet,Lisinopril,12.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4494,4494.0,,bi3y.,Lisinopril,LISINOPRIL 1mg/mL oral solution,Lisinopril,1 mg/mL,,Angiotensin-Converting Enzyme Inhibitors,False,False
4495,4495.0,,bi44.,Accupro,Accupro 5mg tablets 28CP,Quinapril Hydrochloride,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4496,4496.0,,bi45.,Accupro,Accupro 10mg tablets 28CP,Quinapril Hydrochloride,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4497,4497.0,,bi46.,Accupro,Accupro 20mg tablets 28CP,Quinapril Hydrochloride,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4498,4498.0,,bi47.,Accuretic,Accuretic tablet,Quinapril Hydrochloride,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4499,4499.0,,bi49.,Accupro,Accupro 40mg tablet,Quinapril Hydrochloride,40 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4500,4500.0,,bi4B.,Quinil,Quinil 5mg tablet,Quinapril Hydrochloride,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4501,4501.0,,bi4C.,Quinil,Quinil 10mg tablet,Quinapril Hydrochloride,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4502,4502.0,,bi4D.,Quinil,Quinil 20mg tablet,Quinapril Hydrochloride,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4503,4503.0,,bi4E.,Quinil,Quinil 40mg tablet,Quinapril Hydrochloride,40 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4504,4504.0,,bi5..,Perindopril,Perindopril erbumine,Perindopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4505,4505.0,,bi5..,Perindopril,Perindopril tert-butylamine,Perindopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4506,4506.0,,bi51.,Perindopril,Perindopril erbumine 2mg tablet,Perindopril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4507,4507.0,,bi51.,Perindopril,Perindopril tert-butylamine 2mg tablet,Perindopril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4508,4508.0,,bi52.,Perindopril,Perindopril erbumine 4mg tablet,Perindopril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4509,4509.0,,bi52.,Perindopril,Perindopril tert-butylamine 4mg tablet,Perindopril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4510,4510.0,,bi53.,Coversyl,Coversyl 2mg tablet,Perindopril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4511,4511.0,,bi54.,Coversyl,Coversyl 4mg tablet,Perindopril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4512,4512.0,,bi55.,Perindopril,Perindopril erbumine+indapamide 4mg/1.25mg tablet,Perindopril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,True
4513,4513.0,,bi55.,Perindopril,Perindopril tert-butylamine+indapamide 4mg/1.25mg tablet,Perindopril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,True
4514,4514.0,,bi56.,Coversyl,Coversyl Plus 4mg/1.25mg tablet,Perindopril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4515,4515.0,,bi57.,Perindopril,Perindopril erbumine 8mg tablet,Perindopril,8 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4516,4516.0,,bi57.,Perindopril,Perindopril tert-butylamine 8mg tablet,Perindopril,8 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4517,4517.0,,bi58.,Coversyl,Coversyl 8mg tablet,Perindopril,8 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4518,4518.0,,bi6..,Ramipril,Ramipril,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4519,4519.0,,bi61.,Ramipril,Ramipril 1.25mg capsule,Ramipril,1.25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4520,4520.0,,bi62.,Ramipril,Ramipril 2.5mg capsule,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4521,4521.0,,bi63.,Ramipril,Ramipril 5mg capsule,Ramipril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4522,4522.0,,bi64.,Tritace,Tritace 1.25mg capsule,Ramipril,1.25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4523,4523.0,,bi65.,Tritace,Tritace 2.5mg capsule,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4524,4524.0,,bi66.,Tritace,Tritace 5mg capsule,Ramipril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4525,4525.0,,bi67.,Ramipril,Ramipril 10mg capsule,Ramipril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4526,4526.0,,bi68.,Tritace,Tritace 10mg capsule,Ramipril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4527,4527.0,,bi69.,Ramipril,Ramipril 2.5mg+5mg+10mg capsules titration pack,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4528,4528.0,,bi6A.,Tritace,Tritace Titration Pack,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4529,4529.0,,bi6B.,Ramipril,Ramipril 1.25mg tablet,Ramipril,1.25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4530,4530.0,,bi6C.,Ramipril,Ramipril 2.5mg tablet,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4531,4531.0,,bi6D.,Ramipril,Ramipril 5mg tablet,Ramipril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4532,4532.0,,bi6E.,Ramipril,Ramipril 10mg tablet,Ramipril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4533,4533.0,,bi6F.,Ramipril,RAMIPRIL 2.5mg+5mg+10mg tablets titration pack,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4534,4534.0,,bi6G.,Ramipril,RAMIPRIL 2.5mg/5mL oral solution,Ramipril,5 mg/5 ml,,Angiotensin-Converting Enzyme Inhibitors,False,False
4535,4535.0,,bi6o.,Tritace,TRITACE Titration Pack tablets,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4536,4536.0,,bi6p.,Ranace,Ranace 10mg capsule,Ramipril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4537,4537.0,,bi6q.,Ranace,Ranace 5mg capsule,Ramipril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4538,4538.0,,bi6r.,Ranace,Ranace 2.5mg capsule,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4539,4539.0,,bi6s.,Ranace,Ranace 1.25mg capsule,Ramipril,1.25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4540,4540.0,,bi6t.,Lopace,Lopace 2.5mg capsule,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4541,4541.0,,bi6u.,Lopace,Lopace 5mg capsule,Ramipril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4542,4542.0,,bi6v.,Lopace,Lopace 10mg capsule,Ramipril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4543,4543.0,,bi6w.,Tritace,Tritace 10mg tablet,Ramipril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4544,4544.0,,bi6x.,Tritace,Tritace 5mg tablet,Ramipril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4545,4545.0,,bi6y.,Tritace,Tritace 2.5mg tablet,Ramipril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4546,4546.0,,bi6z.,Tritace,Tritace 1.25mg tablet,Ramipril,1.25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4547,4547.0,,bi73.,Staril,Staril 10mg tablet,Fosinopril Sodium,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4548,4548.0,,bi74.,Staril,Staril 20mg tablet,Fosinopril Sodium,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4549,4549.0,,bi8..,Cilazapril,Cilazapril,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4550,4550.0,,bi81.,Cilazapril,Cilazapril 250micrograms tablet,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4551,4551.0,,bi82.,Cilazapril,Cilazapril 500micrograms tablet,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4552,4552.0,,bi83.,Cilazapril,Cilazapril 1mg tablet,Cilazapril,1 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4553,4553.0,,bi84.,Cilazapril,Cilazapril 2.5mg tablet,Cilazapril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4554,4554.0,,bi85.,Vascace,Vascace 250micrograms tablet,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4555,4555.0,,bi86.,Vascace,Vascace 500mcg tablet,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4556,4556.0,,bi87.,Vascace,Vascace 1mg tablet,Cilazapril,1 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4557,4557.0,,bi88.,Vascace,Vascace 2.5mg tablet,Cilazapril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4558,4558.0,,bi89.,Vascace,Vascace 5mg tablet,Cilazapril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4559,4559.0,,bi8a.,Cilazapril,Cilazapril 5mg tablet,Cilazapril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4560,4560.0,,bi9..,Trandolapril,Trandolapril,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4561,4561.0,,bi91.,Trandolapril,Trandolapril 500micrograms capsule,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4562,4562.0,,bi92.,Trandolapril,Trandolapril 1mg capsule,Trandolapril,1 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4563,4563.0,,bi93.,Trandolapril,Trandolapril 2mg capsule,Trandolapril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4564,4564.0,,bi94.,Gopten,Gopten 500micrograms capsule,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4565,4565.0,,bi95.,Gopten,Gopten 1mg capsule,Trandolapril,1 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4566,4566.0,,bi96.,Gopten,Gopten 2mg capsule,Trandolapril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4567,4567.0,,bi97.,Odrik,Odrik 500micrograms capsule,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4568,4568.0,,bi98.,Odrik,Odrik 1mg capsule,Trandolapril,1 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4569,4569.0,,bi99.,Odrik,Odrik 2mg capsule,Trandolapril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4570,4570.0,,bi9A.,Gopten,Gopten 4mg capsule,Trandolapril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4571,4571.0,,bi9z.,Trandolapril,Trandolapril 4mg capsule,Trandolapril,4 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4572,4572.0,,biA3.,Perdix,Perdix 7.5mg tablet,Moexipril Hydrochloride,7.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4573,4573.0,,biA4.,Perdix,Perdix 15mg tablet,Moexipril Hydrochloride,15 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4574,4574.0,,biB1.,Tanatril,Tanatril 5mg tablet,Imidapril Hydrochloride,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4575,4575.0,,biB2.,Tanatril,Tanatril 10mg tablet,Imidapril Hydrochloride,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4576,4576.0,,biB3.,Tanatril,Tanatril 20mg tablet,Imidapril Hydrochloride,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4577,4577.0,,biC..,Perindopril,PERINDOPRIL ARGININE,Perindopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
4578,4578.0,,biC1.,Coversyl,COVERSYL ARGININE 2.5mg tablets,Perindopril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4579,4579.0,,biC2.,Perindopril,PERINDOPRIL ARGININE 2.5mg tablets,Perindopril,2.5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4580,4580.0,,biC3.,Coversyl,COVERSYL ARGININE 5mg tablets,Perindopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4581,4581.0,,biC4.,Perindopril,PERINDOPRIL ARGININE 5mg tablets,Perindopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4582,4582.0,,biC5.,Coversyl,COVERSYL ARGININE 10mg tablets,Perindopril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4583,4583.0,,biC6.,Perindopril,PERINDOPRIL ARGININE 10mg tablets,Perindopril,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4584,4584.0,,biC7.,Coversyl,COVERSYL ARGININE PLUS 5mg/1.25mg tablets,Perindopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4585,4585.0,,biC8.,Perindopril,PERINDOPRIL ARGININE+INDAPAMIDE 5mg/1.25mg tablets,Perindopril,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,True
4586,4586.0,,bj11.,Arfonad,Arfonad 250mg/5mL infusion concentrate,Trimetaphan Camsilate,250 mg/5 ml,,Ganglion-Blocking Drugs,False,False
4587,4587.0,,bk1..,Metirosine,Metirosine,Metirosine,,,Alpha-Adrenoceptor Blocking Drugs,False,False
4588,4588.0,,bk11.,Demser,Demser 250mg capsule,Metirosine,250 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
4589,4589.0,,bk1z.,Metirosine,Metirosine 250mg capsule,Metirosine,250 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
4590,4590.0,,bk21.,Hypercal,Hypercal-B tablet,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
4591,4591.0,,bk22.,Seominal,Seominal tablet,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
4592,4592.0,,bk3..,Losartan,Losartan,Losartan Potassium,,,Angiotensin-II Receptor Antagonists,False,False
4593,4593.0,,bk31.,Losartan,Losartan potassium 25mg tablet,Losartan Potassium,25 mg,,Angiotensin-II Receptor Antagonists,False,False
4594,4594.0,,bk32.,Losartan,Losartan potassium 50mg tablet,Losartan Potassium,50 mg,,Angiotensin-II Receptor Antagonists,False,False
4595,4595.0,,bk33.,Cozaar,Cozaar 25mg tablet,Losartan Potassium,25 mg,,Angiotensin-II Receptor Antagonists,False,False
4596,4596.0,,bk33.,Cozaar,Cozaar Half Strength 25mg tablet,Losartan Potassium,25 mg,,Angiotensin-II Receptor Antagonists,False,False
4597,4597.0,,bk34.,Cozaar,Cozaar 50mg tablet,Losartan Potassium,50 mg,,Angiotensin-II Receptor Antagonists,False,False
4598,4598.0,,bk35.,Losartan,Losartan potassium+hydrochlorothiazide 50mg/12.5mg tablet,Losartan Potassium,50 mg,,Angiotensin-II Receptor Antagonists,False,True
4599,4599.0,,bk36.,Cozaar,Cozaar-Comp 50mg/12.5mg tablet,Losartan Potassium,50 mg,,Angiotensin-II Receptor Antagonists,False,False
4600,4600.0,,bk37.,Losartan,Losartan potassium 100mg tablet,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,False
4601,4601.0,,bk38.,Cozaar,Cozaar 100mg tablet,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,False
4602,4602.0,,bk39.,Cozaar,Cozaar-Comp 100mg/25mg tablet,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,False
4603,4603.0,,bk3A.,Cozaar,COZAAR-COMP 100mg/12.5mg tablets,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,False
4604,4604.0,,bk3B.,Cozaar,COZAAR 12.5mg tablets,Losartan Potassium,12.5 mg,,Angiotensin-II Receptor Antagonists,False,False
4605,4605.0,,bk3C.,Losartan Pot,LOSARTAN POTASSIUM 12.5mg tablets,Losartan Potassium,12.5 mg,,Angiotensin-II Receptor Antagonists,False,False
4606,4606.0,,bk3D.,Cozaar,COZAAR 2.5mg/mL oral suspension,Losartan Potassium,5 mg/mL,,Angiotensin-II Receptor Antagonists,False,False
4607,4607.0,,bk3E.,Losartan Pot,LOSARTAN POTASSIUM 2.5mg/mL oral suspension,Losartan Potassium,5 mg/mL,,Angiotensin-II Receptor Antagonists,False,False
4608,4608.0,,bk3y.,Losartan Pot,LOSARTAN POTASSIUM+HYDROCHLOROTHIAZIDE 100mg/12.5mg tablets,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,True
4609,4609.0,,bk3z.,Losartan,Losartan potassium+hydrochlorothiazide 100mg/25mg tablet,Losartan Potassium,100 mg,,Angiotensin-II Receptor Antagonists,False,True
4610,4610.0,,bk4..,Valsartan,Valsartan,Valsartan,,,Angiotensin-II Receptor Antagonists,False,False
4611,4611.0,,bk41.,Valsartan,Valsartan 40mg capsule,Valsartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4612,4612.0,,bk42.,Valsartan,Valsartan 80mg capsule,Valsartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
4613,4613.0,,bk43.,Valsartan,Valsartan 160mg capsule,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,False
4614,4614.0,,bk44.,Diovan,Diovan 40mg capsule,Valsartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4615,4615.0,,bk45.,Diovan,Diovan 80mg capsule,Valsartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
4616,4616.0,,bk46.,Diovan,Diovan 160mg capsule,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,False
4617,4617.0,,bk47.,Diovan,Co-Diovan 160mg/12.5mg tablet,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,False
4618,4618.0,,bk48.,Diovan,Co-Diovan 160mg/25mg tablet,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,False
4619,4619.0,,bk49.,Diovan,Co-Diovan 80mg/12.5mg tablet,Valsartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
4620,4620.0,,bk4A.,Diovan,Diovan 40mg tablet,Valsartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4621,4621.0,,bk4B.,Diovan,DIOVAN 320mg tablets,Valsartan,320 mg,,Angiotensin-II Receptor Antagonists,False,False
4622,4622.0,,bk4C.,Diovan,DIOVAN 3mg/mL oral solution,Valsartan,3 mg/mL,,Angiotensin-II Receptor Antagonists,False,False
4623,4623.0,,bk4s.,Valsartan,VALSARTAN 80mg tablets,Valsartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
4624,4624.0,,bk4t.,Valsartan,VALSARTAN 160mg tablets,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,False
4625,4625.0,,bk4u.,Valsartan,VALSARTAN 3mg/mL oral solution,Valsartan,3 mg/mL,,Angiotensin-II Receptor Antagonists,False,False
4626,4626.0,,bk4v.,Valsartan,VALSARTAN 320mg tablets,Valsartan,320 mg,,Angiotensin-II Receptor Antagonists,False,False
4627,4627.0,,bk4w.,Valsartan,Valsartan 40mg tablet,Valsartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4628,4628.0,,bk4x.,Valsartan,Valsartan+hydrochlorothiazide 80mg/12.5mg tablet,Valsartan,80 mg,,Angiotensin-II Receptor Antagonists,False,True
4629,4629.0,,bk4y.,Valsartan,Valsartan+hydrochlorothiazide 160mg/25mg tablet,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,True
4630,4630.0,,bk4z.,Valsartan,Valsartan+hydrochlorothiazide 160mg/12.5mg tablet,Valsartan,160 mg,,Angiotensin-II Receptor Antagonists,False,True
4631,4631.0,,bk5..,Irbesartan,Irbesartan,Irbesartan,,,Angiotensin-II Receptor Antagonists,False,False
4632,4632.0,,bk51.,Irbesartan,Irbesartan 75mg tablet,Irbesartan,75 mg,,Angiotensin-II Receptor Antagonists,False,False
4633,4633.0,,bk52.,Irbesartan,Irbesartan 150mg tablet,Irbesartan,150 mg,,Angiotensin-II Receptor Antagonists,False,False
4634,4634.0,,bk53.,Irbesartan,Irbesartan 300mg tablet,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,False
4635,4635.0,,bk54.,Aprovel,Aprovel 75mg tablet,Irbesartan,75 mg,,Angiotensin-II Receptor Antagonists,False,False
4636,4636.0,,bk55.,Aprovel,Aprovel 150mg tablet,Irbesartan,150 mg,,Angiotensin-II Receptor Antagonists,False,False
4637,4637.0,,bk56.,Aprovel,Aprovel 300mg tablet,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,False
4638,4638.0,,bk57.,CoAprovel,CoAprovel 150mg/12.5mg tablet,Irbesartan,150 mg,,Angiotensin-II Receptor Antagonists,False,False
4639,4639.0,,bk58.,CoAprovel,CoAprovel 300mg/12.5mg tablet,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,False
4640,4640.0,,bk59.,CoAprovel,COAPROVEL 300mg/25mg tablets,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,False
4641,4641.0,,bk5x.,Irbesartan,IRBESARTAN+HYDROCHLOROTHIAZIDE 300mg/25mg tablets,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,True
4642,4642.0,,bk5y.,Irbesartan,Irbesartan+hydrochlorothiazide 300mg/12.5mg tablet,Irbesartan,300 mg,,Angiotensin-II Receptor Antagonists,False,True
4643,4643.0,,bk5z.,Irbesartan,Irbesartan+hydrochlorothiazide 150mg/12.5mg tablet,Irbesartan,150 mg,,Angiotensin-II Receptor Antagonists,False,True
4644,4644.0,,bk6..,Trandolapril,Trandolapril+verapamil hydrochloride,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,True,False
4645,4645.0,,bk61.,Trandolapril,Trandolapril+verapamil hydrochloride 2mg/180mg m/r capsule,Trandolapril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,True,False
4646,4646.0,,bk62.,Tarka,Tarka 2mg/180mg m/r capsule,Trandolapril,2 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
4647,4647.0,,bk7..,Candesartan,Candesartan cilexetil,Candesartan Cilexetil,,,Angiotensin-II Receptor Antagonists,False,False
4648,4648.0,,bk71.,Candesartan,Candesartan cilexetil 2mg tablet,Candesartan Cilexetil,2 mg,,Angiotensin-II Receptor Antagonists,False,False
4649,4649.0,,bk72.,Candesartan,Candesartan cilexetil 4mg tablet,Candesartan Cilexetil,4 mg,,Angiotensin-II Receptor Antagonists,False,False
4650,4650.0,,bk73.,Candesartan,Candesartan cilexetil 8mg tablet,Candesartan Cilexetil,8 mg,,Angiotensin-II Receptor Antagonists,False,False
4651,4651.0,,bk74.,Candesartan,Candesartan cilexetil 16mg tablet,Candesartan Cilexetil,16 mg,,Angiotensin-II Receptor Antagonists,False,False
4652,4652.0,,bk75.,Amias,Amias 2mg tablet,Candesartan Cilexetil,2 mg,,Angiotensin-II Receptor Antagonists,False,False
4653,4653.0,,bk76.,Amias,Amias 4mg tablet,Candesartan Cilexetil,4 mg,,Angiotensin-II Receptor Antagonists,False,False
4654,4654.0,,bk77.,Amias,Amias 8mg tablet,Candesartan Cilexetil,8 mg,,Angiotensin-II Receptor Antagonists,False,False
4655,4655.0,,bk78.,Amias,Amias 16mg tablet,Candesartan Cilexetil,16 mg,,Angiotensin-II Receptor Antagonists,False,False
4656,4656.0,,bk79.,Amias,Amias 32mg tablet,Candesartan Cilexetil,32 mg,,Angiotensin-II Receptor Antagonists,False,False
4657,4657.0,,bk7z.,Candesartan,Candesartan cilexetil 32mg tablet,Candesartan Cilexetil,32 mg,,Angiotensin-II Receptor Antagonists,False,False
4658,4658.0,,bk8..,Telmisartan,Telmisartan,Telmisartan,,,Angiotensin-II Receptor Antagonists,False,False
4659,4659.0,,bk81.,Telmisartan,Telmisartan 40mg tablet,Telmisartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4660,4660.0,,bk82.,Telmisartan,Telmisartan 80mg tablet,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
4661,4661.0,,bk83.,Micardis,Micardis 40mg tablet,Telmisartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4662,4662.0,,bk84.,Micardis,Micardis 80mg tablet,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
4663,4663.0,,bk85.,Micardis,Micardis 20mg tablet,Telmisartan,20 mg,,Angiotensin-II Receptor Antagonists,False,False
4664,4664.0,,bk86.,Micardis,MicardisPlus 40mg/12.5mg tablet,Telmisartan,40 mg,,Angiotensin-II Receptor Antagonists,False,False
4665,4665.0,,bk87.,Micardis,MicardisPlus 80mg/12.5mg tablet,Telmisartan,80 mg,,Angiotensin-II Receptor Antagonists,False,False
