bnf_code,brand_name,presentation,term,quantity,dose,group,with_calcium_channel_blocker,with_diuretic
0205052R0AAABAB,Telmisartan/Hydchloroth,Telmisartan/Hydchloroth_Tab 80mg/12.5mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
0205052R0AAACAC,Telmisartan/Hydchloroth,Telmisartan/Hydchloroth_Tab 80mg/25mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
0205052R0BBAAAA,MicardisPlus,MicardisPlus_Tab 40mg/12.5mg,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,True
0205052R0BBABAB,MicardisPlus,MicardisPlus_Tab 80mg/12.5mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
0205052R0BBACAC,MicardisPlus,MicardisPlus_Tab 80mg/25mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
0205052R0BCAAAA,Actelsar,Actelsar HCT_Tab 40mg/12.5mg,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,True
0205052R0BCABAB,Actelsar,Actelsar HCT_Tab 80mg/12.5mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
0205052R0BCACAC,Actelsar,Actelsar HCT_Tab 80mg/25mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
0205052R0BDAAAA,Tolucombi,Tolucombi_Tab 40mg/12.5mg,Telmisartan,,40 mg,Angiotensin-II Receptor Antagonists,False,True
0205052R0BDABAB,Tolucombi,Tolucombi_Tab 80mg/12.5mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
0205052R0BDACAC,Tolucombi,Tolucombi_Tab 80mg/25mg,Telmisartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
0205052V0AAAAAA,Valsartan,Valsartan_Cap 40mg,Valsartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
0205052V0AAABAB,Valsartan,Valsartan_Cap 80mg,Valsartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
0205052V0AAACAC,Valsartan,Valsartan_Cap 160mg,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,False
0205052V0AAADAD,Valsartan,Valsartan_Tab 40mg,Valsartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
0205052V0AAAEAE,Valsartan,Valsartan_Liq Spec 40mg/5ml,Valsartan,,40 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
0205052V0AAAFAF,Valsartan,Valsartan_Tab 320mg,Valsartan,,320 mg,Angiotensin-II Receptor Antagonists,False,False
0205052V0AAAGAG,Valsartan,Valsartan_Liq Spec 160mg/5ml,Valsartan,,160 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
0205052V0AAAHAH,Valsartan,Valsartan_Tab 160mg,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,False
0205052V0AAAIAI,Valsartan,Valsartan_Tab 80mg,Valsartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
0205052V0AAAJAJ,Valsartan,Valsartan_Oral Soln 3mg/ml,Valsartan,,3 mg/mL,Angiotensin-II Receptor Antagonists,False,False
0205052V0BBAAAA,Diovan,Diovan_Cap 40mg,Valsartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
0205052V0BBABAB,Diovan,Diovan_Cap 80mg,Valsartan,,80 mg,Angiotensin-II Receptor Antagonists,False,False
0205052V0BBACAC,Diovan,Diovan_Cap 160mg,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,False
0205052V0BBADAD,Diovan,Diovan_Tab 40mg,Valsartan,,40 mg,Angiotensin-II Receptor Antagonists,False,False
0205052V0BBAEAF,Diovan,Diovan_Tab 320mg,Valsartan,,320 mg,Angiotensin-II Receptor Antagonists,False,False
0205052V0BBAFAJ,Diovan,Diovan_Oral Soln 3mg/1ml,Valsartan,,3 mg/1 ml,Angiotensin-II Receptor Antagonists,False,False
0205052W0AAAAAA,Eprosartan,Eprosartan_Tab 300mg,Eprosartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
0205052W0AAABAB,Eprosartan,Eprosartan_Tab 400mg,Eprosartan,,400 mg,Angiotensin-II Receptor Antagonists,False,False
0205052W0AAACAC,Eprosartan,Eprosartan_Tab 600mg,Eprosartan,,600 mg,Angiotensin-II Receptor Antagonists,False,False
0205052W0AAADAD,Eprosartan,Eprosartan_Liq Spec 300mg/5ml,Eprosartan,,300 mg/5 ml,Angiotensin-II Receptor Antagonists,False,False
0205052W0BBAAAA,Teveten,Teveten_Tab 300mg,Eprosartan,,300 mg,Angiotensin-II Receptor Antagonists,False,False
0205052W0BBABAB,Teveten,Teveten_Tab 400mg,Eprosartan,,400 mg,Angiotensin-II Receptor Antagonists,False,False
0205052W0BBACAC,Teveten,Teveten_Tab 600mg,Eprosartan,,600 mg,Angiotensin-II Receptor Antagonists,False,False
0205052X0AAAAAA,Valsartan/Hydchloroth,Valsartan/Hydchloroth_Tab 160mg/12.5mg,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,True
0205052X0AAABAB,Valsartan/Hydchloroth,Valsartan/Hydchloroth_Tab 160mg/25mg,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,True
0205052X0AAACAC,Valsartan/Hydchloroth,Valsartan/Hydchloroth_Tab 80mg/12.5mg,Valsartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
0205052X0BBAAAA,Co-Diovan,Co-Diovan_Tab 160mg/12.5mg,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,True
0205052X0BBABAB,Co-Diovan,Co-Diovan_Tab 160mg/25mg,Valsartan,,160 mg,Angiotensin-II Receptor Antagonists,False,True
0205052X0BBACAC,Co-Diovan,Co-Diovan_Tab 80mg/12.5mg,Valsartan,,80 mg,Angiotensin-II Receptor Antagonists,False,True
0205052Y0AAAAAA,Olmesartan Medoxomil/Hydchloroth,Olmesartan Medox/Hydchloroth_Tab 20/12.5,Olmesartan,,,Angiotensin-II Receptor Antagonists,False,True
0205052Y0AAABAB,Olmesartan Medoxomil/Hydchloroth,Olmesartan Medox/Hydchloroth_Tab 20/25mg,Olmesartan,,25 mg,Angiotensin-II Receptor Antagonists,False,True
0205052Y0AAACAC,Olmesartan Medoxomil/Hydchloroth,Olmesartan Medox/Hydchloroth_Tab 40/12.5,Olmesartan,,,Angiotensin-II Receptor Antagonists,False,True
0205052Y0BBAAAA,Olmetec Plus,Olmetec Plus_Tab 20mg/12.5mg,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,True
0205052Y0BBABAB,Olmetec Plus,Olmetec Plus_Tab 20mg/25mg,Olmesartan,,20 mg,Angiotensin-II Receptor Antagonists,False,True
0205052Y0BBACAC,Olmetec Plus,Olmetec Plus_Tab 40mg/12.5mg,Olmesartan,,40 mg,Angiotensin-II Receptor Antagonists,False,True
0205053A0AAAAAA,Aliskiren,Aliskiren_Tab 150mg,Aliskiren,,150 mg,Renin Inhibitors,False,False
0205053A0AAABAB,Aliskiren,Aliskiren_Tab 300mg,Aliskiren,,300 mg,Renin Inhibitors,False,False
0205053A0BBAAAA,Rasilez,Rasilez_Tab 150mg,Aliskiren,,150 mg,Renin Inhibitors,False,False
0205053A0BBABAB,Rasilez,Rasilez_Tab 300mg,Aliskiren,,300 mg,Renin Inhibitors,False,False
0205060R0AAAAAA,Trimetaphan Camsyl,Trimetaphan Camsyl_Inj 50mg/ml 5ml Amp,Trimetaphan Camsilate,,50 mg/mL,Ganglion-Blocking Drugs,False,False
0205060R0BBAAAA,Arfonad,Arfonad_Inj 50mg/ml 5ml Amp,Trimetaphan Camsilate,,50 mg/mL,Ganglion-Blocking Drugs,False,False
0205080A0AAAAAA,Ketanserin,Ketanserin_Tab 20mg,Ketanserin,,20 mg,Other Adrenergic Neurone Blocking Drugs,False,False
0205080A0AAABAB,Ketanserin,Ketanserin_Tab 20mg,Ketanserin,,20 mg,Other Adrenergic Neurone Blocking Drugs,False,False
0205080A0AAACAC,Ketanserin,Ketanserin_Tab 40mg,Ketanserin,,40 mg,Other Adrenergic Neurone Blocking Drugs,False,False
0205080A0BBAAAB,Sufrexal,Sufrexal_Tab 20mg,Ketanserin,,20 mg,Other Adrenergic Neurone Blocking Drugs,False,False
0205080A0BBABAC,Sufrexal,Sufrexal_Tab 40mg,Ketanserin,,40 mg,Other Adrenergic Neurone Blocking Drugs,False,False
0205080A0BCAAAB,Ketensin,Ketensin_Tab 20mg,Ketanserin,,20 mg,Other Adrenergic Neurone Blocking Drugs,False,False
