bnf_code,brand_name,presentation,term,quantity,dose,group,with_calcium_channel_blocker,with_diuretic
0205040S0BEAAAB,Alphavase,Alphavase 0.5_Tab 500mcg,Prazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
0205040S0BEABAC,Alphavase,Alphavase 1_Tab 1mg,Prazosin Hydrochloride,,1 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
0205040S0BEACAD,Alphavase,Alphavase 2_Tab 2mg,Prazosin Hydrochloride,,2 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
0205040S0BEADAE,Alphavase,Alphavase 5_Tab 5mg,Prazosin Hydrochloride,,5 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
0205040V0AAAAAA,Terazosin HCl (Antihypertensive),Terazosin HCl_S/Pack (1mg/2mg) Tab,Terazosin Hydrochloride,,1 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
0205040V0AAABAB,Terazosin HCl (Antihypertensive),Terazosin HCl_Tab 2mg,Terazosin Hydrochloride,,2 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
0205040V0AAACAC,Terazosin HCl (Antihypertensive),Terazosin HCl_Tab 5mg,Terazosin Hydrochloride,,5 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
0205040V0AAADAD,Terazosin HCl (Antihypertensive),Terazosin HCl_Tab 10mg,Terazosin Hydrochloride,,10 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
0205040V0BBAAAA,Hytrin,Hytrin_S/Pack (1mg/2mg) Tab,Terazosin Hydrochloride,,1 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
0205040V0BBABAB,Hytrin,Hytrin_Tab 2mg,Terazosin Hydrochloride,,2 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
0205040V0BBACAC,Hytrin,Hytrin_Tab 5mg,Terazosin Hydrochloride,,5 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
0205040V0BBADAD,Hytrin,Hytrin_Tab 10mg,Terazosin Hydrochloride,,10 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
0205040V0BBAEAA,Hytrin,Hytrin_S/Pack (1mg/2mg) Tab,Terazosin Hydrochloride,,1 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
0205040V0BCAAAB,Benph,Benph_Tab 2mg,Terazosin Hydrochloride,,2 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
0205040V0BCABAC,Benph,Benph_Tab 5mg,Terazosin Hydrochloride,,5 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
0205040W0AAAAAA,Metirosine,Metirosine_Cap 250mg,Metirosine,,250 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
0205040W0BBAAAA,Demser,Demser_Cap 250mg,Metirosine,,250 mg,Alpha-Adrenoceptor Blocking Drugs,False,False
0205051AAAAAAAA,Perindopril Tosilate,Perindopril Tosilate_Tab 2.5mg,Perindopril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051AAAAABAB,Perindopril Tosilate,Perindopril Tosilate_Tab 5mg,Perindopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051AAAAACAC,Perindopril Tosilate,Perindopril Tosilate_Tab 10mg,Perindopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051ABAAAAAA,Perindopril Tosilate/Indapamide,Perindopril/Indapamide_Tab 5mg/1.25mg,Perindopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051ACAAAAAA,Perindopril Erbumine + Amlodipine,Perindopril/Amlodipine_Tab 4mg/5mg,Perindopril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,True,False
0205051ACAAABAB,Perindopril Erbumine + Amlodipine,Perindopril/Amlodipine_Tab 4mg/10mg,Perindopril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,True,False
0205051ACAAACAC,Perindopril Erbumine + Amlodipine,Perindopril/Amlodipine_Tab 8mg/10mg,Perindopril,,8 mg,Angiotensin-Converting Enzyme Inhibitors,True,False
0205051ACAAADAD,Perindopril Erbumine + Amlodipine,Perindopril/Amlodipine_Tab 8mg/5mg,Perindopril,,8 mg,Angiotensin-Converting Enzyme Inhibitors,True,False
0205051C0AAAAAA,Moexipril HCl,Moexipril HCl_Tab 7.5mg,Moexipril Hydrochloride,,7.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051C0AAABAB,Moexipril HCl,Moexipril HCl_Tab 15mg,Moexipril Hydrochloride,,15 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051C0BBAAAA,Perdix,Perdix_Tab 7.5mg,Moexipril Hydrochloride,,7.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051C0BBABAB,Perdix,Perdix_Tab 15mg,Moexipril Hydrochloride,,15 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051E0AAAAAA,Cilazapril,Cilazapril_Tab 250mcg,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051E0AAABAB,Cilazapril,Cilazapril_Tab 500mcg,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051E0AAACAC,Cilazapril,Cilazapril_Tab 1mg,Cilazapril,,1 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051E0AAADAD,Cilazapril,Cilazapril_Tab 2.5mg,Cilazapril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051E0AAAEAE,Cilazapril,Cilazapril_Tab 5mg,Cilazapril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051E0BBAAAA,Vascace,Vascace_Tab 250mcg,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051E0BBABAB,Vascace,Vascace_Tab 500mcg,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051E0BBACAC,Vascace,Vascace_Tab 1mg,Cilazapril,,1 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051E0BBADAD,Vascace,Vascace_Tab 2.5mg,Cilazapril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051E0BBAEAE,Vascace,Vascace_Tab 5mg,Cilazapril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAA1A1,Captopril,Captopril_Tab 12.5mg Add Free,Captopril,,12.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAA2A2,Captopril,Captopril_Cap 4mg,Captopril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAA3A3,Captopril,Captopril_Cap 25mg Add Free,Captopril,,25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAA4A4,Captopril,Captopril_Cap 8mg,Captopril,,8 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAA5A5,Captopril,Captopril_Cap 500mcg,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAA6A6,Captopril,Captopril_Cap 1mg,Captopril,,1 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAA7A7,Captopril,Captopril_Pdrs 1.5mg,Captopril,,1.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAA8A8,Captopril,Captopril_Cap 300mcg,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAA9A9,Captopril,Captopril_Susp 300mcg/5ml,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAAAA,Captopril,Captopril_Pdrs 8mg,Captopril,,8 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAABAB,Captopril,Captopril_Tab 2mg,Captopril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAACAC,Captopril,Captopril_Tab 3mg,Captopril,,3 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAADAD,Captopril,Captopril_Tab 12.5mg,Captopril,,12.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAEAE,Captopril,Captopril_Tab 25mg,Captopril,,25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAFAF,Captopril,Captopril_Tab 50mg,Captopril,,50 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAGAG,Captopril,Captopril_Susp 6.25mg/5ml,Captopril,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAHAH,Captopril,Captopril_Pdrs 3mg,Captopril,,3 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAIAI,Captopril,Captopril_Tab 5mg,Captopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAJAJ,Captopril,Captopril_Pdr,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAKAK,Captopril,Captopril_Cap 2mg,Captopril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAALAL,Captopril,Captopril_Tab 8mg,Captopril,,8 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAMAM,Captopril,Captopril_Tab 1mg,Captopril,,1 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAANAN,Captopril,Captopril_Pdrs 5mg,Captopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAPAP,Captopril,Captopril_Cap 3.125mg,Captopril,,3.125 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAQAQ,Captopril,Captopril_Tab 6.25mg,Captopril,,6.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAARAR,Captopril,Captopril_Pdrs 1mg,Captopril,,1 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAASAS,Captopril,Captopril_Cap 6.25mg,Captopril,,6.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAATAT,Captopril,Captopril_Cap 10mg,Captopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAUAU,Captopril,Captopril_Pdrs 1.25mg,Captopril,,1.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAVAV,Captopril,Captopril_Cap 3mg,Captopril,,3 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAWAW,Captopril,Captopril_Cap 4.5mg,Captopril,,4.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAXAX,Captopril,Captopril_Tab 1.5mg,Captopril,,1.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAYAY,Captopril,Captopril_Susp 5mg/5ml,Captopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAAZAZ,Captopril,Captopril_Pdrs 2mg,Captopril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABABA,Captopril,Captopril_Cap 880mcg,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABBBB,Captopril,Captopril_Pdrs 2.3mg,Captopril,,2.3 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABCBC,Captopril,Captopril_Pdrs 6mg,Captopril,,6 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABDBD,Captopril,Captopril_Pdrs 500mcg,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABEBE,Captopril,Captopril_Cap 12.5mg,Captopril,,12.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABFBF,Captopril,Captopril_Cap 700mcg,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABGBG,Captopril,Captopril_Susp 10mg/5ml,Captopril,,10 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABHBH,Captopril,Captopril_Oral Liq @spec,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABIBI,Captopril,Captopril_Pdrs 300mcg,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABJBJ,Captopril,Captopril_Cap 400mcg,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABKBK,Captopril,Captopril_Cap 1.5mg,Captopril,,1.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABLBL,Captopril,Captopril_Cap 25mg,Captopril,,25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABMBM,Captopril,Captopril_Cap 5mg,Captopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABNBN,Captopril,Captopril_Liq Spec 5mg/5ml,Captopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABPBP,Captopril,Captopril_Liq Spec 20mg/5ml,Captopril,,20 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABQBQ,Captopril,Captopril_Pdrs 2.5mg,Captopril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABRBR,Captopril,Captopril_Liq Spec 10mg/5ml,Captopril,,10 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABSBS,Captopril,Captopril_Liq Spec 5.4mg/5ml,Captopril,,4 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABTBT,Captopril,Captopril_Liq Spec 12.5mg/5ml,Captopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABUBU,Captopril,Captopril_Cap 6mg,Captopril,,6 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABVBV,Captopril,Captopril_Liq Spec 1.25mg/5ml,Captopril,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABWBW,Captopril,Captopril_Liq Spec 25mg/5ml,Captopril,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABXBX,Captopril,Captopril_Liq Spec 6.25mg/5ml,Captopril,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABYBY,Captopril,Captopril_Liq Spec 2.5mg/5ml,Captopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AABZBZ,Captopril,Captopril_Liq Spec 2mg/5ml,Captopril,,2 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACACA,Captopril,Captopril_Liq Spec 50mg/5ml,Captopril,,50 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACBCB,Captopril,Captopril_Tab 12.5mg                 @gn,Captopril,,12.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACCCC,Captopril,Captopril_Liq Spec 100mcg/5ml,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACDCD,Captopril,Captopril_Liq Spec 3mg/5ml,Captopril,,3 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACECE,Captopril,Captopril_Liq Spec 7.5mg/5ml,Captopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACFCF,Captopril,Captopril_Liq Spec 500mcg/5ml,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACGCG,Captopril,Captopril_Liq Spec 15mg/5ml,Captopril,,15 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACHCH,Captopril,Captopril_Liq Spec 4mg/5ml,Captopril,,4 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACICI,Captopril,Captopril_Liq Spec 3.125mg/5ml,Captopril,,125 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACJCJ,Captopril,Captopril_Liq Spec 1mg/5ml,Captopril,,1 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACKCK,Captopril,Captopril_Liq Spec 7mg/5ml,Captopril,,7 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACLCL,Captopril,Captopril_Liq Spec 9mg/5ml,Captopril,,9 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACMCM,Captopril,Captopril_Cap 9mg,Captopril,,9 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACNCN,Captopril,Captopril_Liq Spec 1.5mg/5ml,Captopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACPCP,Captopril,Captopril_Pdrs 400mcg,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACQCQ,Captopril,Captopril_Cap 3.5mg,Captopril,,3.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACRCR,Captopril,Captopril_Liq Spec 6mg/5ml,Captopril,,6 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACSCS,Captopril,Captopril_Cap 15mg,Captopril,,15 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACTCT,Captopril,Captopril_Oral Soln 5mg/1ml S/F,Captopril,,5 mg/1 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACUCU,Captopril,Captopril_Liq Spec 3.5mg/5ml,Captopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACVCV,Captopril,Captopril_Pdrs 6.25mg,Captopril,,6.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACWCW,Captopril,Captopril_Pdrs 2.9mg,Captopril,,2.9 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACXCX,Captopril,Captopril_Liq Spec 15.625mg/5ml,Captopril,,625 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACYCY,Captopril,Captopril_Liq Spec 30mg/5ml,Captopril,,30 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AACZCZ,Captopril,Captopril_Liq Spec 18.5mg/5ml,Captopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADADA,Captopril,Captopril_Liq Spec 3.25mg/5ml,Captopril,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADBDB,Captopril,Captopril_Pdrs 8.25mg,Captopril,,8.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADCDC,Captopril,Captopril_Liq Spec 100mg/5ml,Captopril,,100 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADDDD,Captopril,Captopril_Liq Spec 1.6mg/5ml,Captopril,,6 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADEDE,Captopril,Captopril_Liq Spec 8mg/5ml,Captopril,,8 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADFDF,Captopril,Captopril_Liq Spec 12mg/5ml,Captopril,,12 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADGDG,Captopril,Captopril_Liq Spec 1.75mg/5ml,Captopril,,75 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADHDH,Captopril,Captopril_Cap 7.5mg,Captopril,,7.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADIDI,Captopril,Captopril_Pdrs 6.2mg,Captopril,,6.2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADJDJ,Captopril,Captopril_Liq Spec 17.5mg/5ml,Captopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADKDK,Captopril,Captopril_Pdrs 3.125mg,Captopril,,3.125 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADLDL,Captopril,Captopril_Liq Spec 31.25mg/5ml,Captopril,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADMDM,Captopril,Captopril_Liq Spec 22.5mg/5ml,Captopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADNDN,Captopril,Captopril_Liq Spec 62.5mg/5ml,Captopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADPDP,Captopril,Captopril_Liq Spec 17mg/5ml,Captopril,,17 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADQDQ,Captopril,Captopril_Liq Spec 11.25mg/5ml,Captopril,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADRDR,Captopril,Captopril_Cap 2.3mg,Captopril,,2.3 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADSDS,Captopril,Captopril_Liq Spec 6.5mg/5ml,Captopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADTDT,Captopril,Captopril_Pdr Sach 7mg,Captopril,,7 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADUDU,Captopril,Captopril_Cap 50mg,Captopril,,50 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADVDV,Captopril,Captopril_Oral Soln 5mg/5ml,Captopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADWDW,Captopril,Captopril_Oral Susp 5mg/5ml,Captopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADXDX,Captopril,Captopril_Oral Soln 25mg/5ml,Captopril,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADYDY,Captopril,Captopril_Oral Susp 25mg/5ml,Captopril,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AADZDZ,Captopril,Captopril_Oral Soln 25mg/5ml S/F,Captopril,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0AAEAEA,Captopril,Captopril_Oral Soln 5mg/5ml S/F,Captopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BBAAAD,Acepril,Acepril_Tab 12.5mg,Captopril,,12.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BBABAE,Acepril,Acepril_Tab 25mg,Captopril,,25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BBACAF,Acepril,Acepril_Tab 50mg,Captopril,,50 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BCABAE,Capoten,Capoten_Tab 25mg,Captopril,,25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BCACAF,Capoten,Capoten_Tab 50mg,Captopril,,50 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BCADAD,Capoten,Capoten_Tab 12.5mg,Captopril,,12.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BCAEAJ,Capoten,Capoten_Pdr,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BCAFCT,Capoten,Capoten_Oral Soln 5mg/1ml (Import),Captopril,,5 mg/1 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BDAAAD,Ecopace,Ecopace_Tab 12.5mg,Captopril,,12.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BDABAE,Ecopace,Ecopace_Tab 25mg,Captopril,,25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BDACAF,Ecopace,Ecopace_Tab 50mg,Captopril,,50 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BEAAAD,Tensopril,Tensopril_Tab 12.5mg,Captopril,,12.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BEABAE,Tensopril,Tensopril_Tab 25mg,Captopril,,25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BEACAF,Tensopril,Tensopril_Tab 50mg,Captopril,,50 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BFAAAD,Kaplon,Kaplon_Tab 12.5mg,Captopril,,12.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BFABAE,Kaplon,Kaplon_Tab 25mg,Captopril,,25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BFACAF,Kaplon,Kaplon_Tab 50mg,Captopril,,50 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BGAAAD,Hyteneze,Hyteneze 12.5_Tab 12.5mg,Captopril,,12.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BGABAE,Hyteneze,Hyteneze 25_Tab 25mg,Captopril,,25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BGACAF,Hyteneze,Hyteneze 50_Tab 50mg,Captopril,,50 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BHAAAD,Captomex,Captomex_Tab 12.5mg,Captopril,,12.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BHABAF,Captomex,Captomex_Tab 50mg,Captopril,,50 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BHACAE,Captomex,Captomex_Tab 25mg,Captopril,,25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BIAADZ,Noyada,Noyada_Oral Soln 25mg/5ml,Captopril,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051F0BIABEA,Noyada,Noyada_Oral Soln 5mg/5ml,Captopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051G0AAAAAA,Co-Zidocapt,Co-Zidocapt_Tab 25mg/50mg,Co-Zidocapt,,25 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051G0AAABAB,Co-Zidocapt,Co-Zidocapt_Tab 12.5mg/25mg,Co-Zidocapt,,12.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051G0BBAAAA,Acezide,Acezide_Tab 25mg/50mg,Co-Zidocapt,,25 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051G0BCAAAA,Capozide,Capozide_Tab 25mg/50mg,Co-Zidocapt,,25 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051G0BCABAB,Capozide,Capozide LS_Tab 12.5mg/25mg,Co-Zidocapt,,12.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051G0BDAAAB,Capto-Co,Capto-Co_Tab 12.5mg/25mg,Co-Zidocapt,,12.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051G0BDABAA,Capto-Co,Capto-Co_Tab 25mg/50mg,Co-Zidocapt,,25 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051H0AAAAAA,Enalapril/Hydchloroth,Enalapril/Hydchloroth_Tab 20mg/12.5mg,Enalapril Maleate,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051H0BBAAAA,Innozide,Innozide_Tab,Enalapril Maleate,,,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051I0AAAAAA,Enalapril Mal,Enalapril Mal_Tab 2.5mg,Enalapril Maleate,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAABAB,Enalapril Mal,Enalapril Mal_Tab 5mg,Enalapril Maleate,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAACAC,Enalapril Mal,Enalapril Mal_Tab 10mg,Enalapril Maleate,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAADAD,Enalapril Mal,Enalapril Mal_Tab 20mg,Enalapril Maleate,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
