,read_code,brand_name,term_description,term,quantity,dose,group,with_calcium_channel_blocker,with_diuretic
0,bc7..,Practolol,*PRACTOLOL [ANTIARRHYTHMIC],Practolol,,,beta blockers,False,False
1,bc71.,Eraldin,*ERALDIN 10mg/5mL injection,Practolol,,10 mg/5 ml,beta blockers,False,False
2,bc7z.,Practolol,*PRACTOLOL 10mg/5mL injection,Practolol,,10 mg/5 ml,beta blockers,False,False
3,bd1..,Propranolol Hydrochloride,PROPRANOLOL HYDROCHLORIDE,Propranolol Hydrochloride,,,beta blockers,False,False
4,bd15.,Angilol,*ANGILOL 10mg tablets,Propranolol Hydrochloride,,10 mg,beta blockers,False,False
5,bd16.,Angilol,*ANGILOL 40mg tablets,Propranolol Hydrochloride,,40 mg,beta blockers,False,False
6,bd17.,Angilol,*ANGILOL 80mg tablets,Propranolol Hydrochloride,,80 mg,beta blockers,False,False
7,bd18.,Angilol,*ANGILOL 160mg tablets,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
8,bd19.,Apsolol,*APSOLOL 10mg tablets,Propranolol Hydrochloride,,10 mg,beta blockers,False,False
9,bd1a.,Apsolol,*APSOLOL 40mg tablets,Propranolol Hydrochloride,,40 mg,beta blockers,False,False
10,bd1A.,Propanix,*PROPANIX 10mg tablets,Propranolol Hydrochloride,,10 mg,beta blockers,False,False
11,bd1b.,Apsolol,*APSOLOL 80mg tablets,Propranolol Hydrochloride,,80 mg,beta blockers,False,False
12,bd1B.,Propanix,*PROPANIX 40mg tablets,Propranolol Hydrochloride,,40 mg,beta blockers,False,False
13,bd1c.,Apsolol,*APSOLOL 160mg tablets,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
14,bd1C.,Propanix,*PROPANIX 80mg tablets,Propranolol Hydrochloride,,80 mg,beta blockers,False,False
15,bd1d.,Bedranol,*BEDRANOL 10mg tablets,Propranolol Hydrochloride,,10 mg,beta blockers,False,False
16,bd1D.,Propanix,*PROPANIX 160mg tablets,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
17,bd1e.,Bedranol,*BEDRANOL 40mg tablets,Propranolol Hydrochloride,,40 mg,beta blockers,False,False
18,bd1E.,Propanix,PROPANIX SR 160mg m/r capsules,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
19,bd1f.,Bedranol,*BEDRANOL 80mg tablets,Propranolol Hydrochloride,,80 mg,beta blockers,False,False
20,bd1F.,Betadur,*BETADUR CR 160mg m/r tablets,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
21,bd1g.,Bedranol,BEDRANOL SR 160mg m/r capsules,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
22,bd1G.,Beta-Prograne,BETA-PROGRANE 160mg m/r capsules,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
23,bd1h.,Berkolol,*BERKOLOL 10mg tablets,Propranolol Hydrochloride,,10 mg,beta blockers,False,False
24,bd1i.,Berkolol,*BERKOLOL 40mg tablets,Propranolol Hydrochloride,,40 mg,beta blockers,False,False
25,bd1j.,Berkolol,*BERKOLOL 80mg tablets,Propranolol Hydrochloride,,80 mg,beta blockers,False,False
26,bd1k.,Berkolol,*BERKOLOL 160mg tablets,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
27,bd1K.,Betadur,HALF-BETADUR CR 80mg m/r capsules,Propranolol Hydrochloride,,80 mg,beta blockers,False,False
28,bd1l.,Inderal,HALF-INDERAL LA 80mg m/r capsules,Propranolol Hydrochloride,,80 mg,beta blockers,False,False
29,bd1L.,Beta-Prograne,HALF BETA-PROGRANE 80mg m/r capsules,Propranolol Hydrochloride,,80 mg,beta blockers,False,False
30,bd1m.,Inderal,*INDERAL 10mg tablets,Propranolol Hydrochloride,,10 mg,beta blockers,False,False
31,bd1M.,Sloprolol,*SLOPROLOL 80mg m/r capsules,Propranolol Hydrochloride,,80 mg,beta blockers,False,False
32,bd1n.,Inderal,*INDERAL 40mg tablets,Propranolol Hydrochloride,,40 mg,beta blockers,False,False
33,bd1N.,Probeta,*PROBETA LA 160mg m/r capsules,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
34,bd1o.,Inderal,*INDERAL 80mg tablets,Propranolol Hydrochloride,,80 mg,beta blockers,False,False
35,bd1O.,Lopranol,LOPRANOL LA 160mg m/r capsules,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
36,bd1p.,Inderal,*INDERAL 160mg tablets,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
37,bd1P.,Propranolol Hydrochloride,PROPRANOLOL HYDROCHLORIDE 10mg/5mL syrup,Propranolol Hydrochloride,,10 mg/5 ml,beta blockers,False,False
38,bd1q.,Inderal,*INDERAL 1mg/1mL injection,Propranolol Hydrochloride,,1 mg/1 ml,beta blockers,False,False
39,bd1Q.,Propranolol Hydrochloride,PROPRANOLOL HYDROCHLORIDE 40mg/5mL syrup,Propranolol Hydrochloride,,40 mg/5 ml,beta blockers,False,False
40,bd1r.,Inderal,*INDERAL-LA 160mg m/r capsules,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
41,bd1R.,Propranolol Hydrochloride,PROPRANOLOL HYDROCHLORIDE 80mg/5mL syrup,Propranolol Hydrochloride,,80 mg/5 ml,beta blockers,False,False
42,bd1s.,Sloprolol,*SLOPROLOL 160mg m/r capsules,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
43,bd1S.,Propanix,HALF PROPANIX LA 80mg m/r capsules,Propranolol Hydrochloride,,80 mg,beta blockers,False,False
44,bd1t.,Cardinol,*CARDINOL 10mg tablets,Propranolol Hydrochloride,,10 mg,beta blockers,False,False
45,bd1T.,Propanix,PROPANIX LA 160mg m/r capsules,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
46,bd1u.,Cardinol,*CARDINOL 40mg tablets,Propranolol Hydrochloride,,40 mg,beta blockers,False,False
47,bd1U.,Propatard,HALF PROPATARD LA 80mg m/r capsules,Propranolol Hydrochloride,,80 mg,beta blockers,False,False
48,bd1v.,Cardinol,*CARDINOL 80mg tablets,Propranolol Hydrochloride,,80 mg,beta blockers,False,False
49,bd1V.,Propatard,PROPATARD LA 160mg m/r capsules,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
50,bd1w.,Cardinol,*CARDINOL 160mg tablets,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
51,bd1W.,Propranolol Hydrochloride,PROPRANOLOL HYDROCHLORIDE 5mg/5mL sugar free oral solution,Propranolol Hydrochloride,,5 mg/5 ml,beta blockers,False,False
52,bd1X.,Propranolol Hydrochloride,PROPRANOLOL HYDROCHLORIDE 10mg/5mL sugar free oral solution,Propranolol Hydrochloride,,10 mg/5 ml,beta blockers,False,False
53,bd1Y.,Propranolol Hydrochloride,PROPRANOLOL HYDROCHLORIDE 50mg/5mL sugar free oral solution,Propranolol Hydrochloride,,50 mg/5 ml,beta blockers,False,False
54,bd1z.,Syprol,SYPROL 10mg/5mL oral solution,Propranolol Hydrochloride,,10 mg/5 ml,beta blockers,False,False
55,bd1Z.,Syprol,SYPROL 5mg/5mL oral solution,Propranolol Hydrochloride,,5 mg/5 ml,beta blockers,False,False
56,bd21.,Sectral,SECTRAL 100mg capsules,Acebutolol Hydrochloride,,100 mg,beta blockers,False,False
57,bd22.,Sectral,SECTRAL 200mg capsules,Acebutolol Hydrochloride,,200 mg,beta blockers,False,False
58,bd23.,Sectral,SECTRAL 400mg tablets,Acebutolol Hydrochloride,,400 mg,beta blockers,False,False
59,bd24.,Sectral,*SECTRAL 10mg/2mL injection,Acebutolol Hydrochloride,,10 mg/2 ml,beta blockers,False,False
60,bd3..,Atenolol,ATENOLOL,Atenolol,,,beta blockers,False,False
61,bd31.,Tenormin,TENORMIN 100mg tablets,Atenolol,,100 mg,beta blockers,False,False
62,bd32.,Tenormin,TENORMIN 25mg/5mL syrup,Atenolol,,25 mg/5 ml,beta blockers,False,False
63,bd33.,Tenormin,TENORMIN 5mg/10mL injection,Atenolol,,5 mg/10 ml,beta blockers,False,False
64,bd34.,Tenormin,TENORMIN LS 50mg tablets,Atenolol,,50 mg,beta blockers,False,False
65,bd35.,Atenolol,ATENOLOL 50mg tablets,Atenolol,,50 mg,beta blockers,False,False
66,bd36.,Atenolol,ATENOLOL 100mg tablets,Atenolol,,100 mg,beta blockers,False,False
67,bd37.,Tenormin,*TENORMIN CCU PACK,Atenolol,,,beta blockers,False,False
68,bd38.,Beta-Adalat,*BETA-ADALAT 50/20mg capsules,Atenolol With Calcium Channel Blocker,,20 mg,beta blockers,True,False
69,bd39.,Tenif,*TENIF 50/20mg capsules,Atenolol With Calcium Channel Blocker,,20 mg,beta blockers,False,False
70,bd3a.,Antipressan,*ANTIPRESSAN 50mg tablets,Atenolol,,50 mg,beta blockers,False,False
71,bd3b.,Antipressan,*ANTIPRESSAN 100mg tablets,Atenolol,,100 mg,beta blockers,False,False
72,bd3c.,Tenormin,*TENORMIN 25 tablets,Atenolol,25.0,,beta blockers,False,False
73,bd3d.,Vasaten,*VASATEN 50mg tablets,Atenolol,,50 mg,beta blockers,False,False
74,bd3e.,Vasaten,*VASATEN 100mg tablets,Atenolol,,100 mg,beta blockers,False,False
75,bd3f.,Atenix,ATENIX 50mg tablets,Atenolol,,50 mg,beta blockers,False,False
76,bd3g.,Atenix,ATENIX 100mg tablets,Atenolol,,100 mg,beta blockers,False,False
77,bd3h.,Totamol,*TOTAMOL 50mg tablets,Atenolol,,50 mg,beta blockers,False,False
78,bd3i.,Totamol,*TOTAMOL 100mg tablets,Atenolol,,100 mg,beta blockers,False,False
79,bd3j.,Atenolol,ATENOLOL 25mg tablets,Atenolol,,25 mg,beta blockers,False,False
80,bd3k.,Totamol,*TOTAMOL 25mg tablets,Atenolol,,25 mg,beta blockers,False,False
81,bd3l.,Antipressan,*ANTIPRESSAN 25mg tablets,Atenolol,,25 mg,beta blockers,False,False
82,bd3x.,Atenolol,ATENOLOL 25mg/5mL syrup,Atenolol,,25 mg/5 ml,beta blockers,False,False
83,bd3y.,Atenolol,ATENOLOL 5mg/10mL injection,Atenolol,,5 mg/10 ml,beta blockers,False,False
84,bd3z.,Atenix,ATENIX 25mg tablets,Atenolol,,25 mg,beta blockers,False,False
85,bd4..,Betaxolol HCl,BETAXOLOL HCL [B-BLOCKER],Betaxolol Hydrochloride,,,beta blockers,False,False
86,bd41.,Kerlone,*KERLONE 20mg tablets,Betaxolol Hydrochloride,,20 mg,beta blockers,False,False
87,bd4z.,Betaxolol Hydrochloride,BETAXOLOL HYDROCHLORIDE 20mg tablets,Betaxolol Hydrochloride,,20 mg,beta blockers,False,False
88,bd5..,Labetalol Hydrochloride,LABETALOL HYDROCHLORIDE,Labetalol Hydrochloride,,,beta blockers,False,False
89,bd54.,Labrocol,*LABROCOL 100mg tablets,Labetalol Hydrochloride,,100 mg,beta blockers,False,False
90,bd55.,Labrocol,*LABROCOL 200mg tablets,Labetalol Hydrochloride,,200 mg,beta blockers,False,False
91,bd56.,Labrocol,*LABROCOL 400mg tablets,Labetalol Hydrochloride,,400 mg,beta blockers,False,False
92,bd57.,Trandate,TRANDATE 50mg tablets,Labetalol Hydrochloride,,50 mg,beta blockers,False,False
93,bd58.,Trandate,TRANDATE 100mg tablets,Labetalol Hydrochloride,,100 mg,beta blockers,False,False
94,bd59.,Trandate,TRANDATE 200mg tablets,Labetalol Hydrochloride,,200 mg,beta blockers,False,False
95,bd5a.,Trandate,TRANDATE 400mg tablets,Labetalol Hydrochloride,,400 mg,beta blockers,False,False
96,bd5b.,Trandate,*TRANDATE 100mg/20mL injection,Labetalol Hydrochloride,,100 mg/20 ml,beta blockers,False,False
97,bd5c.,Labetalol Hydrochloride,LABETALOL HYDROCHLORIDE 50mg/10mL prefilled syringe,Labetalol Hydrochloride,,50 mg/10 ml,beta blockers,False,False
98,bd6..,Metoprolol Tart,METOPROLOL TARTRATE,Metoprolol Tartrate,,,beta blockers,False,False
99,bd61.,Betaloc,*BETALOC 50mg tablets,Metoprolol Tartrate,,50 mg,beta blockers,False,False
100,bd62.,Betaloc,*BETALOC 100mg tablets,Metoprolol Tartrate,,100 mg,beta blockers,False,False
101,bd63.,Betaloc,BETALOC 5mg/5mL injection,Metoprolol Tartrate,,5 mg/5 ml,beta blockers,False,False
102,bd64.,Betaloc,BETALOC-SA DURULES 200mg m/r tablets,Metoprolol Tartrate,,200 mg,beta blockers,False,False
103,bd65.,Lopresor,LOPRESOR 50mg tablets,Metoprolol Tartrate,,50 mg,beta blockers,False,False
104,bd66.,Lopresor,LOPRESOR 100mg tablets,Metoprolol Tartrate,,100 mg,beta blockers,False,False
105,bd67.,Mepranix,*MEPRANIX 50mg tablets,Metoprolol Tartrate,,50 mg,beta blockers,False,False
106,bd68.,Mepranix,*MEPRANIX 100mg tablets,Metoprolol Tartrate,,100 mg,beta blockers,False,False
107,bd6a.,Lopresor,*LOPRESOR 5mg/5mL injection,Metoprolol Tartrate,,5 mg/5 ml,beta blockers,False,False
108,bd6b.,Lopresor,LOPRESOR SR 200mg m/r tablets,Metoprolol Tartrate,,200 mg,beta blockers,False,False
109,bd6c.,Arbralene,*ARBRALENE 50mg tablets,Metoprolol Tartrate,,50 mg,beta blockers,False,False
110,bd6d.,Arbralene,*ARBRALENE 100mg tablets,Metoprolol Tartrate,,100 mg,beta blockers,False,False
111,bd6e.,Tensomex,*TENSOMEX 100mg tablets,Metoprolol Tartrate,,100 mg,beta blockers,False,False
112,bd6w.,Toprol,METOPROLOL 100mg tablets,Metoprolol Tartrate,,100 mg,beta blockers,False,False
113,bd6x.,Toprol,METOPROLOL 50mg tablets,Metoprolol Tartrate,,50 mg,beta blockers,False,False
114,bd6y.,Toprol,METOPROLOL 5mg/5mL injection,Metoprolol Tartrate,,5 mg/5 ml,beta blockers,False,False
115,bd6z.,Toprol,METOPROLOL 200mg m/r tablets,Metoprolol Tartrate,,200 mg,beta blockers,False,False
116,bd7..,Nadolol,NADOLOL,Nadolol,,,beta blockers,False,False
117,bd71.,Corgard,*CORGARD 40mg tablets,Nadolol,,40 mg,beta blockers,False,False
118,bd72.,Corgard,CORGARD 80mg tablets,Nadolol,,80 mg,beta blockers,False,False
119,bd7y.,Nadolol,*NADOLOL 40mg tablets,Nadolol,,40 mg,beta blockers,False,False
120,bd7z.,Nadolol,NADOLOL 80mg tablets,Nadolol,,80 mg,beta blockers,False,False
121,bd8..,Oxprenolol Hydrochloride,OXPRENOLOL HYDROCHLORIDE,Oxprenolol Hydrochloride,,,beta blockers,False,False
122,bd85.,Apsolox,*APSOLOX 20mg tablets,Oxprenolol Hydrochloride,,20 mg,beta blockers,False,False
123,bd86.,Apsolox,*APSOLOX 40mg tablets,Oxprenolol Hydrochloride,,40 mg,beta blockers,False,False
124,bd87.,Apsolox,*APSOLOX 80mg tablets,Oxprenolol Hydrochloride,,80 mg,beta blockers,False,False
125,bd88.,Apsolox,*APSOLOX 160mg tablets,Oxprenolol Hydrochloride,,160 mg,beta blockers,False,False
126,bd89.,Laracor,*LARACOR 20mg tablets,Oxprenolol Hydrochloride,,20 mg,beta blockers,False,False
127,bd8a.,Laracor,*LARACOR 40mg tablets,Oxprenolol Hydrochloride,,40 mg,beta blockers,False,False
128,bd8b.,Laracor,*LARACOR 80mg tablets,Oxprenolol Hydrochloride,,80 mg,beta blockers,False,False
129,bd8c.,Laracor,*LARACOR 160mg tablets,Oxprenolol Hydrochloride,,160 mg,beta blockers,False,False
130,bd8d.,Slow-Pren,*SLOW-PREN 160mg m/r tablets,Oxprenolol Hydrochloride,,160 mg,beta blockers,False,False
131,bd8e.,Slow-Trasicor,SLOW-TRASICOR 160mg m/r tablets,Oxprenolol Hydrochloride,,160 mg,beta blockers,False,False
132,bd8f.,Trasicor,*TRASICOR 20mg tablets,Oxprenolol Hydrochloride,,20 mg,beta blockers,False,False
133,bd8g.,Trasicor,*TRASICOR 40mg tablets,Oxprenolol Hydrochloride,,40 mg,beta blockers,False,False
134,bd8h.,Trasicor,*TRASICOR 80mg tablets,Oxprenolol Hydrochloride,,80 mg,beta blockers,False,False
135,bd8i.,Trasicor,*TRASICOR 160mg tablets,Oxprenolol Hydrochloride,,160 mg,beta blockers,False,False
136,bd8j.,Trasicor,*TRASICOR 2mg injection,Oxprenolol Hydrochloride,,2 mg,beta blockers,False,False
137,bd8k.,Paritane,*PARITANE 20mg tablets,Oxprenolol Hydrochloride,,20 mg,beta blockers,False,False
138,bd8l.,Paritane,*PARITANE 40mg tablets,Oxprenolol Hydrochloride,,40 mg,beta blockers,False,False
139,bd8m.,Paritane,*PARITANE 80mg tablets,Oxprenolol Hydrochloride,,80 mg,beta blockers,False,False
140,bd8n.,Paritane,*PARITANE 160mg tablets,Oxprenolol Hydrochloride,,160 mg,beta blockers,False,False
141,bda..,Pindolol,PINDOLOL,Pindolol,,,beta blockers,False,False
142,bda1.,Visken,VISKEN 5mg tablets,Pindolol,,5 mg,beta blockers,False,False
143,bda2.,Visken,VISKEN 15mg tablets,Pindolol,,15 mg,beta blockers,False,False
144,bda3.,Betadren,*BETADREN 5mg tablets,Pindolol,,5 mg,beta blockers,False,False
145,bda4.,Betadren,*BETADREN 15mg tablets,Pindolol,,15 mg,beta blockers,False,False
146,bday.,Pindolol,PINDOLOL 5mg tablets,Pindolol,,5 mg,beta blockers,False,False
147,bdaz.,Pindolol,PINDOLOL 15mg tablets,Pindolol,,15 mg,beta blockers,False,False
148,bdb..,Practolol,*PRACTOLOL [B-BLOCKER],Practolol,,,beta blockers,False,False
149,bdc..,Sotalol Hydrochloride,SOTALOL HYDROCHLORIDE,Sotalol Hydrochloride,,,beta blockers,False,False
150,bdc1.,Beta-Cardone,*BETA-CARDONE 40mg tablets,Sotalol Hydrochloride,,40 mg,beta blockers,False,False
151,bdc2.,Beta-Cardone,BETA-CARDONE 80mg tablets,Sotalol Hydrochloride,,80 mg,beta blockers,False,False
152,bdc3.,Beta-Cardone,BETA-CARDONE 200mg tablets,Sotalol Hydrochloride,,200 mg,beta blockers,False,False
153,bdc4.,Sotacor,SOTACOR 80mg tablets,Sotalol Hydrochloride,,80 mg,beta blockers,False,False
154,bdc5.,Sotacor,*SOTACOR 160mg tablets,Sotalol Hydrochloride,,160 mg,beta blockers,False,False
155,bdc6.,Sotacor,*SOTACOR 10mg/5mL injection,Sotalol Hydrochloride,,10 mg/5 ml,beta blockers,False,False
156,bdc7.,Sotacor,*SOTACOR 100mg/10mL injection,Sotalol Hydrochloride,,100 mg/10 ml,beta blockers,False,False
157,bdc8.,Sotacor,*SOTACOR 40mg/4mL injection,Sotalol Hydrochloride,,40 mg/4 ml,beta blockers,False,False
158,bdd..,Timolol,TIMOLOL MALEATE [B-BLOCKER],Timolol,,,beta blockers,False,False
159,bdd1.,Betim,*BETIM 10mg tablets,Timolol,,10 mg,beta blockers,False,False
160,bdd2.,Blocadren,*BLOCADREN 10mg tablets,Timolol,,10 mg,beta blockers,False,False
161,bddz.,Timolol,TIMOLOL 10mg tablets,Timolol,,10 mg,beta blockers,False,False
162,bde1.,Betaloc,*CO-BETALOC tablets,Metoprolol Tartrate,,,beta blockers,False,False
163,bde2.,Betaloc,*CO-BETALOC SA m/r tablets,Metoprolol Tartrate,,,beta blockers,False,False
164,bde3.,Corgaretic,*CORGARETIC-40 tablets,Nadolol With Diuretic,40.0,,beta blockers,False,False
165,bde4.,Corgaretic,*CORGARETIC-80 tablets,Nadolol With Diuretic,80.0,,beta blockers,False,False
166,bde5.,Inderetic,*INDERETIC capsules,Propranolol Hydrochloride With Diuretic,,,beta blockers,False,False
167,bde6.,Inderex,*INDEREX m/r capsules,Propranolol Hydrochloride With Diuretic,,,beta blockers,False,False
168,bde7.,Kalten,KALTEN capsules,Atenolol With Diuretic,,,beta blockers,False,False
169,bde8.,Lasipressin,*LASIPRESSIN tablets,Penbutolol Sulphate With Diuretic,,,beta blockers,False,False
170,bde9.,Lopresor,*LOPRESORETIC tablets,Metoprolol Tartrate,,,beta blockers,False,False
171,bdea.,Moducren,*MODUCREN tablets,Timolol With Diuretic,,,beta blockers,False,False
172,bdeA.,Metoprolol Tart,METOPROLOL TART+HYDROCHLOROTHIAZIDE 100mg/12.5mg tablets,Metoprolol Tartrate,,100 mg,beta blockers,False,True
173,bdeb.,Prestim,PRESTIM tablets,Timolol With Diuretic,,,beta blockers,False,False
174,bdeB.,Metoprolol Tart,METOPROLOL TART+HYDROCHLOROTHIAZIDE 200mg/25mg m/r tablets,Metoprolol Tartrate,,200 mg,beta blockers,False,True
175,bdec.,Prestim,*PRESTIM FORTE tablets,Timolol With Diuretic,,,beta blockers,False,False
176,bdeC.,Metoprolol Tart,METOPROLOL TART+CHLORTHALIDONE 100mg/12.5mg tablets,Metoprolol Tartrate,,100 mg,beta blockers,False,False
177,bded.,Secadrex,*SECADREX tablets,Acebutolol Hydrochloride With Diuretic,,,beta blockers,False,False
178,bdeD.,Nadolol,NADOLOL+BENDROFLUMETHIAZIDE 40mg/5mg tablets,Nadolol,,40 mg,beta blockers,False,True
179,bdee.,Sotazide,*SOTAZIDE tablets,Sotalol Hydrochloride With Diuretic,,,beta blockers,False,False
180,bdeE.,Nadolol,NADOLOL+BENDROFLUAZIDE 80mg/5mg tablets,Nadolol,,80 mg,beta blockers,False,False
181,bdef.,Spiroprop,*SPIROPROP tablets,Propranolol Hydrochloride With Diuretic,,,beta blockers,False,False
182,bdeg.,Tenoret,TENORET-50 tablets,Co-Tenidone (Atenolol/Chlortalidone),50.0,,beta blockers,False,False
183,bdeG.,Pindolol,PINDOLOL+CLOPAMIDE 10mg/5mg tablets,Pindolol,,10 mg,beta blockers,False,False
184,bdeh.,Tenoret,TENORETIC tablets,Co-Tenidone (Atenolol/Chlortalidone),,,beta blockers,False,False
185,bdeH.,Sotalol HCl,SOTALOL HCL+HYDROCHLOROTHIAZIDE 160mg/25mg tablets,Sotalol Hydrochloride,,160 mg,beta blockers,False,True
186,bdei.,Tolerzide,*TOLERZIDE tablets,Sotalol Hydrochloride With Diuretic,,,beta blockers,False,False
187,bdej.,Trasidrex,*TRASIDREX tablets,Co-Prenozide (Oxprenolol HCl/Cyclopenth),,,beta blockers,False,False
188,bdeJ.,Sotalol HCl,SOTALOL HCL+HYDROCHLOROTHIAZIDE 80mg/12.5mg tablets,Sotalol Hydrochloride,,80 mg,beta blockers,False,True
189,bdek.,Viskaldix,VISKALDIX tablets,Pindolol With Diuretic,,,beta blockers,False,False
190,bdeK.,Timolol,TIMOLOL MALEATE+CO-AMILOZIDE 10mg/2.5mg/25mg tablets,Timolol,,10 mg,beta blockers,False,True
191,bdel.,Co-Prenozide,*CO-PRENOZIDE tablets,Co-Prenozide (Oxprenolol HCl/Cyclopenth),,,beta blockers,False,False
192,bdeL.,Timolol,TIMOLOL MALEATE+BENDROFLUMETHIAZIDE 10mg/2.5mg tablets,Timolol,,10 mg,beta blockers,False,True
193,bdem.,Co-Tenidone,CO-TENIDONE 50/12.5mg tablets,Co-Tenidone (Atenolol/Chlortalidone),,12.5 mg,beta blockers,False,False
194,bdeM.,Timolol,TIMOLOL MALEATE+BENDROFLUAZIDE 20mg/5mg tablets,Timolol,,20 mg,beta blockers,False,False
195,bden.,Co-Tenidone,CO-TENIDONE 100/25mg tablets,Co-Tenidone (Atenolol/Chlortalidone),,25 mg,beta blockers,False,False
196,bdeN.,Totaretic,TOTARETIC 50mg/12.5mg tablets,Co-Tenidone (Atenolol/Chlortalidone),,50 mg,beta blockers,False,False
197,bdeo.,Atenix,ATENIXCO 50/12.5mg tablets,Atenolol,,12.5 mg,beta blockers,False,False
198,bdeO.,Totaretic,TOTARETIC 100mg/25mg tablets,Co-Tenidone (Atenolol/Chlortalidone),,100 mg,beta blockers,False,False
199,bdep.,Atenix,*ATENIXCO 100/25mg tablets,Atenolol,,25 mg,beta blockers,False,False
200,bdeP.,Atenolol,ATENOLOL+BENDROFLUAZIDE 25mg/1.25mg capsules,Atenolol,,25 mg,beta blockers,False,False
201,bdeq.,Tenchlor,*TENCHLOR 50/12.5mg tablets,Co-Tenidone (Atenolol/Chlortalidone),,12.5 mg,beta blockers,False,False
202,bdeQ.,Tenben,*TENBEN capsules,Atenolol with Thiazides,,,beta blockers,False,False
203,bder.,Tenchlor,*TENCHLOR 100/25mg tablets,Co-Tenidone (Atenolol/Chlortalidone),,25 mg,beta blockers,False,False
204,bdes.,Beta-Adalat,*BETA-ADALAT 50/20mg capsules,Atenolol With Calcium Channel Blocker,,20 mg,beta blockers,True,False
205,bdet.,Tenif,TENIF 50/20mg capsules,Atenolol With Calcium Channel Blocker,,20 mg,beta blockers,False,False
206,bdeu.,Co-Prenozide,CO-PRENOZIDE 160/0.25mg m/r tablets,Co-Prenozide (Oxprenolol HCl/Cyclopenth),,0.25 mg,beta blockers,False,False
207,bdev.,Propranolol HCl,PROPRANOLOL HCL+BENDROFLUAZIDE 80mg/2.5mg capsules,Propranolol Hydrochloride,,80 mg,beta blockers,False,False
208,bdew.,Propranolol HCl,PROPRANOLOL HCL+BENDROFLUAZIDE 160mg/5mg m/r capsules,Propranolol Hydrochloride,,160 mg,beta blockers,False,False
209,bdey.,Atenolol,ATENOLOL+CO-AMILOZIDE 50mg/2.5mg/25mg capsules,Atenolol,,50 mg,beta blockers,False,True
210,bdez.,Atenolol,ATENOLOL+NIFEDIPINE 50mg/20mg m/r capsules,Atenolol,,50 mg,beta blockers,True,False
211,bdf..,Bisoprolol Fumar,BISOPROLOL FUMARATE,Bisoprolol Fumarate,,,beta blockers,False,False
212,bdf1.,Bisoprolol Fumar,BISOPROLOL FUMARATE 5mg tablets,Bisoprolol Fumarate,,5 mg,beta blockers,False,False
213,bdf2.,Bisoprolol Fumar,BISOPROLOL FUMARATE 10mg tablets,Bisoprolol Fumarate,,10 mg,beta blockers,False,False
214,bdf3.,Monocor,*MONOCOR 5mg tablets,Bisoprolol Fumarate,,5 mg,beta blockers,False,False
215,bdf4.,Monocor,*MONOCOR 10mg tablets,Bisoprolol Fumarate,,10 mg,beta blockers,False,False
216,bdf5.,Emcor,*EMCOR LS 5mg tablets,Bisoprolol Fumarate,,5 mg,beta blockers,False,False
217,bdf6.,Emcor,*EMCOR 10mg tablets,Bisoprolol Fumarate,,10 mg,beta blockers,False,False
218,bdf8.,Bisoprolol Fumar,BISOPROLOL FUMARATE+HYDROCHLOROTHIAZIDE 10mg/6.25mg tablets,Bisoprolol Fumarate,,10 mg,beta blockers,False,True
219,bdf9.,Cardicor,CARDICOR 1.25mg tablets,Bisoprolol Fumarate,,1.25 mg,beta blockers,False,False
220,bdfA.,Cardicor,CARDICOR 2.5mg tablets,Bisoprolol Fumarate,,2.5 mg,beta blockers,False,False
221,bdfB.,Cardicor,CARDICOR 3.75mg tablets,Bisoprolol Fumarate,,3.75 mg,beta blockers,False,False
222,bdfC.,Cardicor,CARDICOR 5mg tablets,Bisoprolol Fumarate,,5 mg,beta blockers,False,False
223,bdfD.,Cardicor,CARDICOR 7.5mg tablets,Bisoprolol Fumarate,,7.5 mg,beta blockers,False,False
224,bdfE.,Cardicor,CARDICOR 10mg tablets,Bisoprolol Fumarate,,10 mg,beta blockers,False,False
225,bdfF.,Bipranix,*BIPRANIX 5mg tablets,Bisoprolol Fumarate,,5 mg,beta blockers,False,False
226,bdfG.,Bipranix,*BIPRANIX 10mg tablets,Bisoprolol Fumarate,,10 mg,beta blockers,False,False
227,bdfH.,Soloc,*SOLOC 5mg tablets,Bisoprolol Fumarate,,5 mg,beta blockers,False,False
228,bdfI.,Soloc,*SOLOC 10mg tablets,Bisoprolol Fumarate,,10 mg,beta blockers,False,False
229,bdfJ.,Vivacor,VIVACOR 10mg tablets,Bisoprolol Fumarate,,10 mg,beta blockers,False,False
230,bdfK.,Vivacor,VIVACOR 5mg tablets,Bisoprolol Fumarate,,5 mg,beta blockers,False,False
